Index,mz,rt,TIC,charge,mgf_index,rule_points,status,status_universal,adduct_count,Adnotation,ion_mode,feature_id,cluster_id,ldb_ion_name,ldb_ion_mass,ldb_ion_rt,ldb_ion_adduct,ldb_ion_formula,ldb_ion_smiles,ldb_ion_inchi,ldb_ion_inchikey,ldb_ion_class,ldb_ion_instrument,ldb_ion_cos,ldb_ion_matches,ldb_ion_error_mDa,adduct,colotus_name,colotus_mass,colotus_error_mDa,colotus_smiles,colotus_inchi,colotus_inchikey,011_Bourgeanic_acid
378,309.1742,299.301,162400.0,1,378.0,0,neg_cossingleton,cossingleton,0,,NEG,569.0,123,,,,,,,,,,,,,,,,,,,,,3023483.937
379,491.1832,407.065,203500.0,-1,379.0,0,neg_cossingleton,cossingleton,0,,NEG,570.0,28,,,,,,,,,,,,,,,,,,,,,3064013.883
380,501.2384,322.033,117400.0,-1,380.0,0,neg_singleton,singleton,0,,NEG,572.0,-1,,,,,,,,,,,,,,,,,,,,,3531019.612
381,311.1689,295.249,167700.0,1,381.0,0,neg_fragment,fragment,0,,NEG,574.0,97,,,,,,,,,,,,,,,,,,,,,3804528.498
382,192.9974,407.975,172500.0,1,382.0,0,neg_cossingleton,cossingleton,0,,NEG,578.0,126,,,,,,,,,,,,,,,,,,,,,2172586.822
383,507.2543,324.122,105000.0,-1,383.0,0,neg_cossingleton,cossingleton,0,,NEG,580.0,0,,,,,,,,,,,,,,,,,,,,,3721983.22
384,198.8636,504.376,113100.0,1,384.0,0,neg_cossingleton,cossingleton,0,,NEG,581.0,1,,,,,,,,,,,,,,,,,,,,,1485333.408
385,192.9976,424.351,785100.0,-1,385.0,0,neg_cossingleton,cossingleton,0,,NEG,583.0,126,,,,,,,,,,,,,,,,,,,,,2947904.944
386,789.1441,445.258,229500.0,-1,386.0,0,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,584.0,17,,,,,,,,,,,,,,,,,,,,,1472412.884
387,311.2014,303.431,257600.0,-1,387.0,0,neg_precursor,precursor,0,,NEG,586.0,97,,,,,,,,,,,,,,,,,,,,,1962376.532
389,221.0819,176.934,43100.0,-1,389.0,0,neg_singleton,singleton,0,,NEG,589.0,-1,,,,,,,,,,,,,,,,,,,,,1724712.326
390,299.2589,349.722,113300.0,-1,390.0,0,neg_singleton,singleton,0,,NEG,590.0,-1,,,,,,,,,,,,,,,,,,,,,1958943.78
391,1025.1655,442.79,582700.0,-1,391.0,0,neg_cossingleton,cossingleton,0,,NEG,592.0,102,,,,,,,,,,,,,,,,,,,,,3225303.717
392,182.988,178.032,243500.0,1,392.0,0,neg_cossingleton,cossingleton,0,,NEG,593.0,123,,,,,,,,,,,,,,,,,,,,,2915519.414
393,144.9224,313.284,558700.0,-1,393.0,0,neg_fragment,fragment,0,,NEG,594.0,91,,,,,,,,,,,,,,,,,,,,,3106249.186
394,184.9289,500.62,264700.0,1,394.0,0,neg_cossingleton,cossingleton,0,,NEG,595.0,28,,,,,,,,,,,,,,,,,,,,,2688475.332
395,201.1488,191.727,87900.0,-1,395.0,0,neg_cossingleton,cossingleton,0,,NEG,600.0,110,,,,,,,,,,,,,,,,,,,,,1689212.352
396,353.1637,375.123,215700.0,1,396.0,0,neg_cossingleton,cossingleton,0,,NEG,601.0,28,,,,,,,,,,,,,,,,,,,,,1681251.496
397,217.1439,306.293,46600.0,-1,397.0,0,neg_singleton,singleton,0,,NEG,602.0,-1,,,,,,,,,,,,,,,,,,,,,1540475.62
398,417.2855,320.063,78600.0,-1,398.0,0,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,604.0,5,,,,,,,,,,,,,,,,,,,,,2186593.079
399,134.8933,406.29,244900.0,-1,399.0,0,neg_cossingleton,cossingleton,0,,NEG,605.0,1,,,,,,,,,,,,,,,,,,,,,1743009.125
400,145.9296,535.49,46800.0,1,400.0,0,neg_cossingleton,cossingleton,0,,NEG,606.0,30,,,,,,,,,,,,,,,,,,,,,2543491.226
401,461.1162,409.416,439700.0,-1,401.0,0,neg_cossingleton,cossingleton,0,,NEG,608.0,47,,,,,,,,,,,,,,,,,,,,,784789.2885
402,182.988,323.679,186200.0,1,402.0,0,neg_cossingleton,cossingleton,0,,NEG,609.0,123,,,,,,,,,,,,,,,,,,,,,2783375.3880000003
403,965.1958,499.605,896300.0,-1,403.0,0,neg_adduct,adduct,0,[M-H]-,NEG,610.0,34,,,,,,,,,,,,,,,,,,,,,2052358.253
404,285.9086,533.228,181400.0,-1,404.0,1,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,611.0,66,,,,,,,,,,,,,,,,,,,,,3286997.602
405,204.9063,13.281,43700.0,1,405.0,0,neg_singleton,singleton,0,,NEG,612.0,-1,,,,,,,,,,,,,,,,,,,,,847091.0433
406,173.1172,303.39,37800.0,1,406.0,0,neg_cossingleton,cossingleton,0,,NEG,614.0,113,,,,,,,,,,,,,,,,,,,,,1316321.611
407,367.2491,276.693,28200.0,-1,407.0,0,neg_singleton,singleton,0,,NEG,615.0,-1,,,,,,,,,,,,,,,,,,,,,1418246.11
408,202.9056,13.301,24700.0,1,408.0,0,neg_singleton,singleton,0,,NEG,621.0,-1,,,,,,,,,,,,,,,,,,,,,701627.6928
409,218.809,15.875,117500.0,-1,409.0,0,neg_singleton,singleton,0,,NEG,624.0,-1,,,,,,,,,,,,,,,,,,,,,735045.6414
410,443.1724,279.751,213900.0,-1,410.0,0,neg_cossingleton,cossingleton,0,,NEG,625.0,161,,,,,,,,,,,,,,,,,,,,,630926.1784
411,134.8936,373.04,377000.0,-1,411.0,0,neg_cossingleton,cossingleton,0,,NEG,626.0,1,,,,,,,,,,,,,,,,,,,,,1553327.876
412,875.1459,449.996,131200.0,-1,412.0,0,neg_cossingleton,cossingleton,0,,NEG,627.0,34,,,,,,,,,,,,,,,,,,,,,1798348.38
413,327.291,377.367,102400.0,1,413.0,0,neg_cossingleton,cossingleton,0,,NEG,628.0,134,,,,,,,,,,,,,,,,,,,,,1300106.259
414,200.9241,502.586,459600.0,1,414.0,0,neg_cossingleton,cossingleton,0,,NEG,629.0,1,,,,,,,,,,,,,,,,,,,,,1544104.419
415,875.1447,449.43,130100.0,-1,415.0,0,neg_cossingleton,cossingleton,0,,NEG,630.0,34,,,,,,,,,,,,,,,,,,,,,1578633.0180000002
416,216.8087,15.785,72400.0,1,416.0,0,neg_singleton,singleton,0,,NEG,635.0,-1,,,,,,,,,,,,,,,,,,,,,597966.9007
417,733.3059,375.123,275000.0,-1,417.0,1,neg_adduct,adduct,0,[2M-2H+Na]-,NEG,637.0,28,,,,,,,,,,,,,,,,,,,,,790761.9647
418,129.9745,15.781,789100.0,1,418.0,0,neg_singleton,singleton,0,,NEG,639.0,-1,,,,,,,,,,,,,,,,,,,,,733433.3776
419,423.1453,375.123,238800.0,-1,419.0,1,neg_adduct,adduct,0,[M-2H+Na+HCOOH]-,NEG,640.0,28,,,,,,,,,,,,,,,,,,,,,676374.0920000001
420,221.154,268.935,98300.0,-1,420.0,0,neg_singleton,singleton,0,,NEG,641.0,-1,,,,,,,,,,,,,,,,,,,,,955493.5004
421,145.9296,3.117,73900.0,1,421.0,0,neg_cossingleton,cossingleton,0,,NEG,642.0,18,,,,,,,,,,,,,,,,,,,,,1532137.3369999998
422,507.1214,498.067,92700.0,-1,422.0,0,neg_cossingleton,cossingleton,0,,NEG,645.0,47,,,,,,,,,,,,,,,,,,,,,939727.6534
423,815.1794,458.989,106000.0,-1,423.0,0,neg_adduct,adduct,0,[M-H]-,NEG,646.0,114,,,,,,,,,,,,,,,,,,,,,815624.2751
425,965.1973,479.89,312000.0,-1,425.0,0,neg_adduct,adduct,0,[M-H]-,NEG,648.0,115,,,,,,,,,,,,,,,,,,,,,953015.7008
426,217.8095,16.007,143800.0,1,426.0,0,neg_cossingleton,cossingleton,0,,NEG,650.0,76,,,,,,,,,,,,,,,,,,,,,357961.5852
427,195.0292,140.251,181400000.0,-1,427.0,0,neg_cossingleton,cossingleton,0,,NEG,651.0,123,,,,,,,,,,,,,,,,,,,,,831075.5701
429,164.9261,15.182,130800.0,1,429.0,0,neg_adduct,adduct,0,[M+Cl]-,NEG,653.0,10,,,,,,,,,,,,,,,,,,,,,618988.796
431,265.1475,292.747,1080300.0,-1,431.0,0,neg_singleton,singleton,0,,NEG,656.0,-1,,,,,,,,,,,,,,,,,,,,,668608.231
432,1025.1623,494.878,242000.0,-1,432.0,0,neg_cossingleton,cossingleton,0,,NEG,657.0,50,,,,,,,,,,,,,,,,,,,,,705366.5483
433,134.8936,296.684,131900.0,1,433.0,0,neg_singleton,singleton,0,,NEG,660.0,-1,,,,,,,,,,,,,,,,,,,,,752158.3391
434,1011.2023,498.629,550300.0,-1,434.0,0,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,661.0,34,,,,,,,,,,,,,,,,,,,,,498315.4014
436,230.956,538.256,71200.0,-1,436.0,0,neg_singleton,singleton,0,,NEG,663.0,-1,,,,,,,,,,,,,,,,,,,,,876237.058
438,315.2541,246.07,93200.0,-1,438.0,0,neg_singleton,singleton,0,,NEG,665.0,-1,,,,,,,,,,,,,,,,,,,,,290720.5736
439,146.9652,295.326,295000.0,1,439.0,0,neg_cossingleton,cossingleton,0,,NEG,667.0,142,,,,,,,,,,,,,,,,,,,,,608776.9139
441,211.0085,419.234,135000.0,1,441.0,0,neg_cossingleton,cossingleton,0,,NEG,670.0,126,,,,,,,,,,,,,,,,,,,,,490219.0745
443,235.9261,179.401,183700.0,-1,443.0,0,neg_cossingleton,cossingleton,0,,NEG,672.0,30,,,,,,,,,,,,,,,,,,,,,451173.4602
445,803.1071,477.779,183200.0,-1,445.0,0,neg_cossingleton,cossingleton,0,,NEG,674.0,34,,,,,,,,,,,,,,,,,,,,,417438.3442
446,636.13,447.963,67300.0,-1,446.0,0,neg_singleton,singleton,0,,NEG,675.0,-1,,,,,,,,,,,,,,,,,,,,,234599.3997
447,313.0794,401.338,151300.0,-1,447.0,0,neg_singleton,singleton,0,,NEG,676.0,-1,,,,,,,,,,,,,,,,,,,,,337373.498
450,525.2126,303.188,204880000.0,-1,450.0,0,neg_singleton,singleton,0,,NEG,679.0,-1,Alpha-collatolic acid,525.2125,294.265015,[M-H]-,C29H34O9,O=C1Oc2c(c3C[C@@](O)(CCCCC)OC(=O)c3c(O)c2)Oc2c1c(cc(c2)OC)CC(=O)CCCCC,"InChI=1S/C29H34O9/c1-4-6-8-10-18(30)12-17-13-19(35-3)14-22-24(17)27(32)37-23-15-21(31)25-20(26(23)36-22)16-29(34,38-28(25)33)11-9-7-5-2/h13-15,31,34H,4-12,16H2,1-3H3/t29-/m1/s1",DQYWDDCXRXABIH-GDLZYMKVSA-N,Depsidones,Thermo Q-Exactive Focus,0.94,18,0.1,,,,,,,,167828.5966
451,459.1664,275.86,156000.0,1,451.0,0,neg_singleton,singleton,0,,NEG,680.0,-1,,,,,,,,,,,,,,,,,,,,,95464.23533
455,242.9432,190.569,130500.0,-1,455.0,1,neg_adduct,adduct,0,[M-2H+Na+HCOOH]-,NEG,684.0,78,,,,,,,,,,,,,,,,,,,,,207267.2006
456,285.2438,276.56,142100.0,-1,456.0,0,neg_cossingleton,cossingleton,0,,NEG,685.0,1,,,,,,,,,,,,,,,,,,,,,159363.6122
457,399.275,254.609,1391000.0,-1,457.0,0,neg_singleton,singleton,0,,NEG,686.0,-1,Dihydromuronic acid,399.2747,253.556,[M-H+CH3OH]-,C21H36O5,CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(C)C(=O)O1)C(=O)O,"InChI=1S/C21H36O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h17-19H,3-15H2,1-2H3,(H,23,24)/t17?,18-,19?/m1/s1",SPGPUDJMXMJNCU-JLAWEPINSA-N,Paraconic acids,Thermo Q-Exactive Focus,1.0,14,0.3,,,,,,,,123315.0885
458,829.1515,439.068,100400.0,-1,458.0,0,neg_singleton,singleton,0,,NEG,687.0,-1,,,,,,,,,,,,,,,,,,,,,89711.18489
459,293.1777,221.485,195100.0,1,459.0,0,neg_singleton,singleton,0,,NEG,688.0,-1,,,,,,,,,,,,,,,,,,,,,187674.688
460,365.2332,289.338,70130000.0,-1,460.0,0,neg_adduct,adduct,0,[M-H]-,NEG,689.0,12,,,,,,,,,,,,,,,,,,,,,203556.9533
461,485.1828,237.61,1170200.0,-1,461.0,0,neg_cossingleton,cossingleton,0,,NEG,690.0,161,,,,,,,,,,,,,,,,,,,,,146562.2152
465,165.0402,422.712,82000.0,-1,465.0,0,neg_singleton,singleton,0,,NEG,694.0,-1,,,,,,,,,,,,,,,,,,,,,117353.6184
468,411.0043,236.17,313400.0,-1,468.0,0,neg_cossingleton,cossingleton,0,,NEG,697.0,123,,,,,,,,,,,,,,,,,,,,,92370.59272
469,457.1881,283.479,313700000.0,-1,469.0,0,neg_adduct,adduct,0,[M-H]-,NEG,698.0,116,Miriquidic acid|Glomelliferic acid,457.1862|457.1862,274.234009|275.13501,[M-H]-|[M-H]-,C25H30O8|C25H30O8,Oc1cc(OC(=O)c2c(O)cc(OC)cc2CCC(=O)CC)cc(CCCCC)c1C(=O)O|Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CCCCC)c2)c(CC(=O)CCC)cc(OC)c1,"InChI=1S/C25H30O8/c1-4-6-7-8-15-12-19(14-20(27)22(15)24(29)30)33-25(31)23-16(9-10-17(26)5-2)11-18(32-3)13-21(23)28/h11-14,27-28H,4-10H2,1-3H3,(H,29,30)|InChI=1S/C25H30O8/c1-4-6-7-9-15-11-19(14-20(27)22(15)24(29)30)33-25(31)23-16(10-17(26)8-5-2)12-18(32-3)13-21(23)28/h11-14,27-28H,4-10H2,1-3H3,(H,29,30)",UCYIOAVHQGSYLP-UHFFFAOYSA-N|PKLMGLZTAHCGBQ-UHFFFAOYSA-N,Depsides (Didepsides)|Depsides (Didepsides),Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,1.0|0.97,7|6,1.9|1.9,,,,,,,,176066.9091
470,591.1998,309.81,570800.0,-1,470.0,0,neg_singleton,singleton,0,,NEG,700.0,-1,,,,,,,,,,,,,,,,,,,,,105307.3778
471,365.2335,478.373,128600.0,-1,471.0,0,neg_cossingleton,cossingleton,0,,NEG,701.0,12,,,,,,,,,,,,,,,,,,,,,133868.8658
472,431.1852,224.963,39700.0,-1,472.0,0,neg_singleton,singleton,0,,NEG,702.0,-1,,,,,,,,,,,,,,,,,,,,,42249.87364
474,299.2601,310.437,800900.0,-1,474.0,0,neg_cossingleton,cossingleton,0,,NEG,704.0,1,,,,,,,,,,,,,,,,,,,,,36553.53907
501,187.0967,105.018,318700.0,-1,501.0,0,neg_adduct,adduct,0,[M-H]-,NEG,743.0,120,,,,,,,,,,,,,,,,,,,,,8361215.197000001
515,146.9376,2.266,542600.0,1,515.0,0,neg_fragment,fragment,0,,NEG,763.0,30,,,,,,,,,,,,,,,,,,,,,5467560.036
524,173.0811,82.796,104300.0,1,524.0,0,neg_cossingleton,cossingleton,0,,NEG,774.0,120,,,,,,,,,,,,,,,,,,,,,3503699.445
539,215.1283,149.22,87400.0,-1,539.0,0,neg_cossingleton,cossingleton,0,,NEG,793.0,120,,,,,,,,,,,,,,,,,,,,,990498.4465
552,313.2753,357.622,129100.0,-1,552.0,0,neg_cossingleton,cossingleton,0,,NEG,815.0,134,,,,,,,,,,,,,,,,,,,,,2808962.725
554,341.3062,391.457,243700.0,-1,554.0,0,neg_cossingleton,cossingleton,0,,NEG,817.0,134,,,,,,,,,,,,,,,,,,,,,2544179.122
563,184.9857,505.046,19007000.0,1,1.0,0,pos_adduct,adduct,0,[M+H]+,POS,3.0,9,,,,,,,,,,,,,,,,,,,,,44733369.83
564,776.234,439.832,17316000.0,1,2.0,0,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,7.0,73,,,,,,,,,,,,,,,,,,,,,17749490.88
565,327.0085,209.923,5175000.0,1,3.0,0,pos_cossingleton,cossingleton,0,,POS,12.0,124,,,,,,,,,,,,,,,,,,,,,51996791.81
566,852.2316,457.666,15601000.0,1,4.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,13.0,106,,,,,,,,,,,,,,,,,,,,,25179556.98
570,287.8888,513.32,2380600.0,1,8.0,0,pos_adduct,adduct,0,[M+H]+,POS,28.0,77,,,,,,,,,,,,,,,,,,,,,902947.7071
571,332.9167,505.59,963400.0,1,9.0,0,pos_cossingleton,cossingleton,0,,POS,32.0,56,,,,,,,,,,,,,,,,,,,,,3952741.452
574,145.1338,504.915,2810800.0,1,12.0,0,pos_cossingleton,cossingleton,0,,POS,37.0,165,,,,,,,,,,,,,,,,,,,,,4095063.305
575,762.1805,437.891,773800.0,1,13.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,38.0,17,,,,,,,,,,,,,,,,,,,,,1991452.123
577,331.0023,209.539,1477600.0,1,15.0,0,pos_cossingleton,cossingleton,0,,POS,41.0,124,,,,,,,,,,,,,,,,,,,,,15873900.02
578,146.9804,509.652,3492300.0,1,16.0,0,pos_cossingleton,cossingleton,0,,POS,43.0,9,,,,,,,,,,,,,,,,,,,,,14809904.53
579,143.9592,505.548,2567700.0,1,17.0,0,pos_fragment,fragment,0,,POS,46.0,9,,,,,,,,,,,,,,,,,,,,,4487081.984
581,912.1972,435.542,1085900.0,1,19.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,48.0,101,,,,,,,,,,,,,,,,,,,,,1917884.792
584,199.9879,511.438,2747300.0,1,22.0,0,pos_cossingleton,cossingleton,0,,POS,51.0,32,,,,,,,,,,,,,,,,,,,,,20522009.72
585,138.9954,509.247,1314600.0,1,23.0,0,pos_cossingleton,cossingleton,0,,POS,54.0,112,,,,,,,,,,,,,,,,,,,,,12089949.04
587,799.2485,465.842,720500.0,1,25.0,0,pos_singleton,singleton,0,,POS,58.0,-1,,,,,,,,,,,,,,,,,,,,,178365.0895
589,172.9772,16.839,2581300.0,1,27.0,0,pos_fragment,fragment,0,,POS,63.0,32,,,,,,,,,,,,,,,,,,,,,11006213.96
593,984.2378,500.747,1656600.0,1,31.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,72.0,34,,,,,,,,,,,,,,,,,,,,,5047977.388
594,201.0083,30.768,1612100.0,1,32.0,0,pos_cossingleton,cossingleton,0,,POS,76.0,112,,,,,,,,,,,,,,,,,,,,,7251258.42
599,633.1496,399.992,1169200.0,1,37.0,0,pos_adduct,adduct,0,[M+Na]+,POS,82.0,6,,,,,,,,,,,,,,,,,,,,,1979434.159
600,906.2595,487.207,26740000.0,1,38.0,0,pos_cossingleton,cossingleton,0,,POS,83.0,13,,,,,,,,,,,,,,,,,,,,,197478569.4
604,183.0782,111.275,1805100.0,1,42.0,0,pos_cossingleton,cossingleton,0,,POS,90.0,124,,,,,,,,,,,,,,,,,,,,,6119462.299
605,612.2013,442.375,770300.0,1,43.0,0,pos_cossingleton,cossingleton,0,,POS,92.0,6,,,,,,,,,,,,,,,,,,,,,1560916.914
608,158.1542,178.255,1560700.0,1,46.0,0,pos_cossingleton,cossingleton,0,,POS,101.0,19,,,,,,,,,,,,,,,,,,,,,6154893.917
609,307.1882,238.241,170100.0,1,47.0,0,pos_singleton,singleton,0,,POS,103.0,-1,,,,,,,,,,,,,,,,,,,,,10847154.1
612,228.196,181.619,837900.0,1,50.0,7,pos_adduct,adduct,0,[3M+NH4]+,POS,107.0,19,,,,,,,,,,,,,,,,,,,,,5311110.756
613,207.1592,95.465,565700.0,1,51.0,0,pos_adduct,adduct,0,[M+H]+,POS,109.0,83,,,,,,,,,,,,,,,,,,,,,6630915.481000001
617,302.2329,237.998,408700.0,1,55.0,0,pos_cossingleton,cossingleton,0,,POS,118.0,155,,,,,,,,,,,,,,,,,,,,,8379205.286
620,402.3577,274.363,511600.0,1,58.0,0,pos_cossingleton,cossingleton,0,,POS,124.0,129,,,,,,,,,,,,,,,,,,,,,2472738.366
624,804.2647,440.318,79100.0,1,62.0,0,pos_cossingleton,cossingleton,0,,POS,129.0,127,,,,,,,,,,,,,,,,,,,,,2330030.004
637,700.2356,465.954,647200.0,1,75.0,0,pos_cossingleton,cossingleton,0,,POS,154.0,73,,,,,,,,,,,,,,,,,,,,,910329.6953
638,686.184,447.753,2243100.0,1,76.0,0,pos_cossingleton,cossingleton,0,,POS,155.0,6,,,,,,,,,,,,,,,,,,,,,1500219.059
639,708.5125,483.186,642600.0,1,77.0,0,pos_cossingleton,cossingleton,0,,POS,157.0,45,,,,,,,,,,,,,,,,,,,,,3843911.782
641,279.1591,290.069,3544000.0,1,79.0,0,pos_cossingleton,cossingleton,0,,POS,160.0,133,,,,,,,,,,,,,,,,,,,,,3984715.729
649,430.3894,300.533,278700.0,1,87.0,0,pos_cossingleton,cossingleton,0,,POS,176.0,129,,,,,,,,,,,,,,,,,,,,,1800807.2680000002
653,744.2063,446.886,717700.0,1,91.0,0,pos_adduct,adduct,0,[M+H]+,POS,181.0,73,,,,,,,,,,,,,,,,,,,,,70224.45942999999
672,391.2462,276.817,28060000.0,1,110.0,0,pos_adduct,adduct,0,[M+Na]+,POS,214.0,7,,,,,,,,,,,,,,,,,,,,,32607.02635
673,626.2162,449.383,710000.0,1,111.0,0,pos_cossingleton,cossingleton,0,,POS,216.0,13,,,,,,,,,,,,,,,,,,,,,548966.0107
676,797.1627,440.232,114300.0,1,114.0,0,pos_singleton,singleton,0,,POS,221.0,-1,,,,,,,,,,,,,,,,,,,,,553313.814
695,239.089,89.319,914000.0,1,133.0,0,pos_adduct,adduct,0,[M+Na]+,POS,245.0,14,,,,,,,,,,,,,,,,,,,,,15994786.86
696,672.1684,443.365,328500.0,1,134.0,0,pos_cossingleton,cossingleton,0,,POS,248.0,73,,,,,,,,,,,,,,,,,,,,,362761.2513
698,389.1119,293.24,575900.0,1,136.0,0,pos_adduct,adduct,0,[M+H]+,POS,250.0,23,,,,,,,,,,,,,,,,,,,,,1009544.287
701,330.2641,280.78,230500.0,1,139.0,0,pos_cossingleton,cossingleton,0,,POS,256.0,155,,,,,,,,,,,,,,,,,,,,,1659457.803
718,670.1885,489.236,1397500.0,1,156.0,0,pos_cossingleton,cossingleton,0,,POS,281.0,13,,,,,,,,,,,,,,,,,,,,,4697729.06
719,149.0235,193.374,372800.0,1,157.0,0,pos_fragment,fragment,0,,POS,282.0,88,,,,,,,,,,,,,,,,,,,,,276486.9127
724,938.2855,475.128,999300.0,1,162.0,0,pos_cossingleton,cossingleton,0,,POS,290.0,13,,,,,,,,,,,,,,,,,,,,,897187.7227
725,167.013,502.391,23279000.0,1,163.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,291.0,49,,,,,,,,,,,,,,,,,,,,,37465931.73
734,940.2276,435.979,50300.0,1,172.0,0,pos_singleton,singleton,0,,POS,302.0,-1,,,,,,,,,,,,,,,,,,,,,786819.7789
735,177.0548,194.165,477100.0,1,173.0,0,pos_cossingleton,cossingleton,0,,POS,304.0,133,,,,,,,,,,,,,,,,,,,,,217493.3516
738,173.0802,90.128,422200.0,1,176.0,0,pos_fragment,fragment,0,,POS,308.0,14,,,,,,,,,,,,,,,,,,,,,4295365.201
744,372.1361,262.561,80300.0,1,182.0,0,pos_singleton,singleton,0,,POS,316.0,-1,,,,,,,,,,,,,,,,,,,,,1192599.143
767,175.1483,178.754,129700.0,1,205.0,0,pos_fragment,fragment,0,,POS,341.0,19,,,,,,,,,,,,,,,,,,,,,250170.8389
778,205.1436,300.085,346100.0,1,216.0,0,pos_cossingleton,cossingleton,0,,POS,354.0,166,,,,,,,,,,,,,,,,,,,,,151836.3871
828,1012.3068,468.668,1526300.0,1,266.0,0,pos_cossingleton,cossingleton,0,,POS,412.0,13,,,,,,,,,,,,,,,,,,,,,271963.7801
853,762.1797,422.218,463700.0,1,291.0,0,pos_cossingleton,cossingleton,0,,POS,441.0,11,,,,,,,,,,,,,,,,,,,,,209944.3262
856,159.0653,99.893,992300.0,1,294.0,0,pos_cossingleton,cossingleton,0,,POS,444.0,71,,,,,,,,,,,,,,,,,,,,,3267624.877
858,659.2871,356.188,238400.0,1,296.0,0,pos_adduct,adduct,0,[M+Na]+,POS,446.0,20,,,,,,,,,,,,,,,,,,,,,55675.29429
861,832.2411,456.957,55120000.0,1,299.0,0,pos_cossingleton,cossingleton,0,,POS,449.0,13,,,,,,,,,,,,,,,,,,,,,5319544.862
885,125.9865,315.009,1550800.0,1,323.0,0,pos_cossingleton,cossingleton,0,,POS,476.0,41,,,,,,,,,,,,,,,,,,,,,6492398.54
904,297.2404,322.966,71600.0,1,342.0,0,pos_singleton,singleton,0,,POS,500.0,-1,,,,,,,,,,,,,,,,,,,,,1064327.539
910,182.9853,510.117,20850000.0,1,348.0,0,pos_adduct,adduct,0,[M+H]+,POS,508.0,112,,,,,,,,,,,,,,,,,,,,,190035851.3
911,139.9881,505.742,4143300.0,1,349.0,0,pos_adduct,adduct,0,[M+H]+,POS,510.0,9,,,,,,,,,,,,,,,,,,,,,31542663.65
916,702.2145,422.121,34408000.0,1,354.0,0,pos_cossingleton,cossingleton,0,,POS,521.0,13,,,,,,,,,,,,,,,,,,,,,18374102.33
920,163.039,141.146,3245400.0,1,358.0,0,pos_adduct,adduct,0,[M+H]+,POS,528.0,55,,,,,,,,,,,,,,,,,,,,,33610694.83
923,255.9447,505.749,1069500.0,1,361.0,0,pos_adduct,adduct,0,[M+H]+,POS,532.0,36,,,,,,,,,,,,,,,,,,,,,5577981.712
930,554.1764,370.545,7945000.0,1,368.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,549.0,8,,,,,,,,,,,,,,,,,,,,,11117982.34
932,372.0668,210.381,539800.0,1,370.0,0,pos_cossingleton,cossingleton,0,,POS,551.0,124,,,,,,,,,,,,,,,,,,,,,11359460.34
936,702.2143,448.544,2531000.0,1,374.0,0,pos_adduct,adduct,0,[2M+NH4]+,POS,560.0,11,,,,,,,,,,,,,,,,,,,,,5871973.539
937,235.167,176.109,115100.0,1,375.0,0,pos_singleton,singleton,0,,POS,566.0,-1,,,,,,,,,,,,,,,,,,,,,5141271.437
940,998.2893,494.949,8949000.0,1,378.0,0,pos_cossingleton,cossingleton,0,,POS,571.0,13,,,,,,,,,,,,,,,,,,,,,5432111.313999999
955,251.0003,209.802,440000.0,1,393.0,0,pos_fragment,fragment,0,,POS,596.0,95,,,,,,,,,,,,,,,,,,,,,4402057.498
958,244.1908,158.281,332800.0,1,396.0,0,pos_cossingleton,cossingleton,0,,POS,603.0,2,,,,,,,,,,,,,,,,,,,,,1880960.982
964,217.0473,141.528,49600.0,1,402.0,0,pos_singleton,singleton,0,,POS,614.0,-1,,,,,,,,,,,,,,,,,,,,,3857593.946000001
973,205.1435,158.565,574000.0,1,411.0,0,pos_cossingleton,cossingleton,0,,POS,630.0,166,,,,,,,,,,,,,,,,,,,,,2611103.596
974,476.3295,414.141,423600.0,1,412.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,631.0,64,,,,,,,,,,,,,,,,,,,,,2089179.459
979,371.3157,408.458,282300.0,1,417.0,0,pos_singleton,singleton,0,,POS,637.0,-1,,,,,,,,,,,,,,,,,,,,,1711258.5
980,368.4254,346.4,459600.0,1,418.0,0,pos_singleton,singleton,0,,POS,640.0,-1,,,,,,,,,,,,,,,,,,,,,2118480.686
982,531.4088,447.942,235200.0,1,420.0,0,pos_singleton,singleton,0,,POS,642.0,-1,,,,,,,,,,,,,,,,,,,,,1605756.886
984,649.1244,399.898,378900.0,1,422.0,0,pos_adduct,adduct,0,[M+K]+,POS,647.0,6,,,,,,,,,,,,,,,,,,,,,1688272.7019999998
