Index,mz,rt,TIC,charge,mgf_index,rule_points,status,status_universal,adduct_count,Adnotation,ion_mode,feature_id,cluster_id,ldb_ion_name,ldb_ion_mass,ldb_ion_rt,ldb_ion_adduct,ldb_ion_formula,ldb_ion_smiles,ldb_ion_inchi,ldb_ion_inchikey,ldb_ion_class,ldb_ion_instrument,ldb_ion_cos,ldb_ion_matches,ldb_ion_error_mDa,adduct,colotus_name,colotus_mass,colotus_error_mDa,colotus_smiles,colotus_inchi,colotus_inchikey,002_2_Hydroxy_4_6_dimethoxyacetophenone
302,174.9549,505.719,3497000.0,1,302.0,0,neg_adduct,adduct,0,[M-H]-,NEG,444.0,15,,,,,,,,,,,,,,,,,,,,,52447520.82
303,144.9222,504.796,14486000.0,-1,303.0,0,neg_adduct,adduct,0,[M-H]-,NEG,446.0,1,,,,,,,,,,,,,,,,,,,,,42719317.72
306,355.1582,375.196,3258000.0,-1,306.0,0,neg_adduct,adduct,0,[M-H]-,NEG,451.0,28,,,,,,,,,,,,,,,,,,,,,3014184.3230000003
307,312.8363,504.764,1214100.0,-1,307.0,1,neg_adduct,adduct,0,[2M-2H+Na]-,NEG,453.0,1,,,,,,,,,,,,,,,,,,,,,13362272.19
308,207.836,507.54,2231000.0,1,308.0,0,neg_adduct,adduct,0,[M+Cl]-,NEG,454.0,76,,,,,,,,,,,,,,,,,,,,,13770173.43
311,200.8582,504.247,847400.0,-1,311.0,1,neg_adduct,adduct,0,[2M-H]-,NEG,461.0,1,,,,,,,,,,,,,,,,,,,,,11747838.41
312,215.868,508.502,1261300.0,-1,312.0,1,neg_adduct,adduct,0,[2M-H+HCOOH]-,NEG,462.0,62,,,,,,,,,,,,,,,,,,,,,10573753.08
315,146.9374,513.842,1408800.0,1,315.0,0,neg_fragment,fragment,0,,NEG,467.0,18,,,,,,,,,,,,,,,,,,,,,48178649.62
318,743.1394,457.448,3598000.0,-1,318.0,0,neg_adduct,adduct,0,[M-H]-,NEG,472.0,50,,,,,,,,,,,,,,,,,,,,,78500611.61
321,225.8968,508.606,461100.0,-1,321.0,0,neg_singleton,singleton,0,,NEG,477.0,-1,,,,,,,,,,,,,,,,,,,,,16244020.48
324,336.8587,512.94,777200.0,-1,324.0,1,neg_adduct,adduct,0,[2M-H+HCOOH]-,NEG,481.0,18,,,,,,,,,,,,,,,,,,,,,29920523.63
326,322.8868,505.687,618200.0,-1,326.0,0,neg_precursor,precursor,0,,NEG,484.0,15,,,,,,,,,,,,,,,,,,,,,4713584.098
328,134.8641,508.905,1819700.0,1,328.0,0,neg_singleton,singleton,0,,NEG,487.0,-1,,,,,,,,,,,,,,,,,,,,,7302402.182999999
330,242.943,505.213,741900.0,-1,330.0,1,neg_adduct,adduct,0,[M-2H+Na+HCOOH]-,NEG,493.0,15,,,,,,,,,,,,,,,,,,,,,3820793.441
331,222.8293,507.514,166700.0,1,331.0,0,neg_cossingleton,cossingleton,0,,NEG,495.0,149,,,,,,,,,,,,,,,,,,,,,2570251.784
332,224.8264,507.609,169000.0,1,332.0,0,neg_cossingleton,cossingleton,0,,NEG,496.0,149,,,,,,,,,,,,,,,,,,,,,2413014.217
338,132.9222,505.227,1356700.0,1,338.0,0,neg_adduct,adduct,0,[M+Cl]-,NEG,506.0,1,,,,,,,,,,,,,,,,,,,,,2161176.049
340,125.8718,508.098,146400.0,1,340.0,0,neg_cossingleton,cossingleton,0,,NEG,508.0,123,,,,,,,,,,,,,,,,,,,,,5015742.464
341,180.9724,511.714,632000.0,1,341.0,0,neg_adduct,adduct,0,[M-H]-,NEG,512.0,112,,,,,,,,,,,,,,,,,,,,,16197776.88
359,965.1953,450.416,930700.0,-1,359.0,0,neg_cossingleton,cossingleton,0,,NEG,541.0,34,,,,,,,,,,,,,,,,,,,,,3064087.095
362,320.8862,511.09,296000.0,-1,362.0,0,neg_adduct,adduct,0,[M-2H+K]-,NEG,545.0,15,,,,,,,,,,,,,,,,,,,,,9754348.444
363,182.9878,503.862,681000.0,1,363.0,0,neg_cossingleton,cossingleton,0,,NEG,548.0,123,,,,,,,,,,,,,,,,,,,,,8003088.482999999
368,199.8503,504.129,135300.0,1,368.0,0,neg_cossingleton,cossingleton,0,,NEG,553.0,1,,,,,,,,,,,,,,,,,,,,,2706695.44
378,309.1742,299.301,162400.0,1,378.0,0,neg_cossingleton,cossingleton,0,,NEG,569.0,123,,,,,,,,,,,,,,,,,,,,,518174.6895
384,198.8636,504.376,113100.0,1,384.0,0,neg_cossingleton,cossingleton,0,,NEG,581.0,1,,,,,,,,,,,,,,,,,,,,,1176849.833
392,182.988,178.032,243500.0,1,392.0,0,neg_cossingleton,cossingleton,0,,NEG,593.0,123,,,,,,,,,,,,,,,,,,,,,1324828.96
394,184.9289,500.62,264700.0,1,394.0,0,neg_cossingleton,cossingleton,0,,NEG,595.0,28,,,,,,,,,,,,,,,,,,,,,2211682.177
403,965.1958,499.605,896300.0,-1,403.0,0,neg_adduct,adduct,0,[M-H]-,NEG,610.0,34,,,,,,,,,,,,,,,,,,,,,4910680.781
404,285.9086,533.228,181400.0,-1,404.0,1,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,611.0,66,,,,,,,,,,,,,,,,,,,,,1755307.3380000002
414,200.9241,502.586,459600.0,1,414.0,0,neg_cossingleton,cossingleton,0,,NEG,629.0,1,,,,,,,,,,,,,,,,,,,,,1505513.617
425,965.1973,479.89,312000.0,-1,425.0,0,neg_adduct,adduct,0,[M-H]-,NEG,648.0,115,,,,,,,,,,,,,,,,,,,,,1818064.366
427,195.0292,140.251,181400000.0,-1,427.0,0,neg_cossingleton,cossingleton,0,,NEG,651.0,123,,,,,,,,,,,,,,,,,,,,,7217195.516
428,343.0832,293.608,161600000.0,-1,428.0,0,neg_cossingleton,cossingleton,0,,NEG,652.0,135,Usnic acid,343.0818,290.923004,[M-H]-,C18H16O7,CC12C(=O)C(=C(C=C1Oc1c2c(O)c(C)c(O)c1C(=O)C)O)C(=O)C,"InChI=1S/C18H16O7/c1-6-14(22)12(8(3)20)16-13(15(6)23)18(4)10(25-16)5-9(21)11(7(2)19)17(18)24/h5,21-23H,1-4H3",WEYVVCKOOFYHRW-UHFFFAOYSA-N,Dibenzofuranes,Thermo Q-Exactive Focus,0.74,6,1.4,,,,,,,,393949.2367
429,164.9261,15.182,130800.0,1,429.0,0,neg_adduct,adduct,0,[M+Cl]-,NEG,653.0,10,,,,,,,,,,,,,,,,,,,,,2216466.973
434,1011.2023,498.629,550300.0,-1,434.0,0,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,661.0,34,,,,,,,,,,,,,,,,,,,,,2194722.708
492,174.955,539.817,706300.0,1,492.0,0,neg_adduct,adduct,0,[M-H]-,NEG,730.0,33,,,,,,,,,,,,,,,,,,,,,28434913.86
501,187.0967,105.018,318700.0,-1,501.0,0,neg_adduct,adduct,0,[M-H]-,NEG,743.0,120,,,,,,,,,,,,,,,,,,,,,7472331.366
515,146.9376,2.266,542600.0,1,515.0,0,neg_fragment,fragment,0,,NEG,763.0,30,,,,,,,,,,,,,,,,,,,,,8732151.626
518,789.1454,432.344,524400.0,-1,518.0,1,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,767.0,17,,,,,,,,,,,,,,,,,,,,,3671418.721
524,173.0811,82.796,104300.0,1,524.0,0,neg_cossingleton,cossingleton,0,,NEG,774.0,120,,,,,,,,,,,,,,,,,,,,,2649087.932
532,178.9772,15.404,142800.0,-1,532.0,0,neg_cossingleton,cossingleton,0,,NEG,784.0,107,,,,,,,,,,,,,,,,,,,,,3628050.149
536,320.8862,3.253,121100.0,-1,536.0,0,neg_precursor,precursor,0,,NEG,790.0,10,,,,,,,,,,,,,,,,,,,,,4096720.114
538,671.0999,432.45,270500.0,-1,538.0,0,neg_singleton,singleton,0,,NEG,792.0,-1,,,,,,,,,,,,,,,,,,,,,1787694.603
563,184.9857,505.046,19007000.0,1,1.0,0,pos_adduct,adduct,0,[M+H]+,POS,3.0,9,,,,,,,,,,,,,,,,,,,,,44828960.84
564,776.234,439.832,17316000.0,1,2.0,0,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,7.0,73,,,,,,,,,,,,,,,,,,,,,9600507.057
565,327.0085,209.923,5175000.0,1,3.0,0,pos_cossingleton,cossingleton,0,,POS,12.0,124,,,,,,,,,,,,,,,,,,,,,52438898.56
566,852.2316,457.666,15601000.0,1,4.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,13.0,106,,,,,,,,,,,,,,,,,,,,,12068087.97
567,144.9823,509.816,8781800.0,1,5.0,0,pos_fragment,fragment,0,,POS,18.0,98,,,,,,,,,,,,,,,,,,,,,9026273.773
568,181.0148,505.421,1141900.0,1,6.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,23.0,9,,,,,,,,,,,,,,,,,,,,,5299324.538
570,287.8888,513.32,2380600.0,1,8.0,0,pos_adduct,adduct,0,[M+H]+,POS,28.0,77,,,,,,,,,,,,,,,,,,,,,43596229.92
571,332.9167,505.59,963400.0,1,9.0,0,pos_cossingleton,cossingleton,0,,POS,32.0,56,,,,,,,,,,,,,,,,,,,,,4063865.145
572,926.2693,472.492,212800.0,1,10.0,0,pos_cossingleton,cossingleton,0,,POS,34.0,115,,,,,,,,,,,,,,,,,,,,,4156282.938
573,247.1669,504.994,1412200.0,1,11.0,2,pos_adduct,adduct,0,[2M+H]+,POS,36.0,80,,,,,,,,,,,,,,,,,,,,,2459358.273
574,145.1338,504.915,2810800.0,1,12.0,0,pos_cossingleton,cossingleton,0,,POS,37.0,165,,,,,,,,,,,,,,,,,,,,,2841750.318
575,762.1805,437.891,773800.0,1,13.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,38.0,17,,,,,,,,,,,,,,,,,,,,,969474.9026
576,656.2266,399.685,171300.0,1,14.0,0,pos_singleton,singleton,0,,POS,39.0,-1,,,,,,,,,,,,,,,,,,,,,3312601.456
577,331.0023,209.539,1477600.0,1,15.0,0,pos_cossingleton,cossingleton,0,,POS,41.0,124,,,,,,,,,,,,,,,,,,,,,16248361.1
578,146.9804,509.652,3492300.0,1,16.0,0,pos_cossingleton,cossingleton,0,,POS,43.0,9,,,,,,,,,,,,,,,,,,,,,11768195.72
579,143.9592,505.548,2567700.0,1,17.0,0,pos_fragment,fragment,0,,POS,46.0,9,,,,,,,,,,,,,,,,,,,,,4617911.723
580,730.2454,422.408,121300.0,1,18.0,0,pos_singleton,singleton,0,,POS,47.0,-1,,,,,,,,,,,,,,,,,,,,,2295016.148
581,912.1972,435.542,1085900.0,1,19.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,48.0,101,,,,,,,,,,,,,,,,,,,,,1203739.639
585,138.9954,509.247,1314600.0,1,23.0,0,pos_cossingleton,cossingleton,0,,POS,54.0,112,,,,,,,,,,,,,,,,,,,,,12622083.7
586,582.2072,370.282,47800.0,1,24.0,0,pos_singleton,singleton,0,,POS,55.0,-1,,,,,,,,,,,,,,,,,,,,,2560007.346
589,172.9772,16.839,2581300.0,1,27.0,0,pos_fragment,fragment,0,,POS,63.0,32,,,,,,,,,,,,,,,,,,,,,16201181.8
591,195.9937,506.853,1502100.0,1,29.0,0,pos_cossingleton,cossingleton,0,,POS,70.0,136,,,,,,,,,,,,,,,,,,,,,7888915.465
593,984.2378,500.747,1656600.0,1,31.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,72.0,34,,,,,,,,,,,,,,,,,,,,,2647074.637
594,201.0083,30.768,1612100.0,1,32.0,0,pos_cossingleton,cossingleton,0,,POS,76.0,112,,,,,,,,,,,,,,,,,,,,,10346539.9
595,880.2629,457.477,214100.0,1,33.0,0,pos_cossingleton,cossingleton,0,,POS,77.0,17,,,,,,,,,,,,,,,,,,,,,1885786.865
598,504.3605,414.139,166000.0,1,36.0,0,pos_singleton,singleton,0,,POS,80.0,-1,,,,,,,,,,,,,,,,,,,,,4829939.714
599,633.1496,399.992,1169200.0,1,37.0,0,pos_adduct,adduct,0,[M+Na]+,POS,82.0,6,,,,,,,,,,,,,,,,,,,,,752632.9288
602,485.1128,334.687,153000.0,1,40.0,0,pos_adduct,adduct,0,[M+Na]+,POS,86.0,16,,,,,,,,,,,,,,,,,,,,,1489445.491
604,183.0782,111.275,1805100.0,1,42.0,0,pos_cossingleton,cossingleton,0,,POS,90.0,124,,,,,,,,,,,,,,,,,,,,,6740991.88
605,612.2013,442.375,770300.0,1,43.0,0,pos_cossingleton,cossingleton,0,,POS,92.0,6,,,,,,,,,,,,,,,,,,,,,543335.2318
607,649.1246,399.683,150200.0,1,45.0,0,pos_adduct,adduct,0,[M+K]+,POS,100.0,6,,,,,,,,,,,,,,,,,,,,,605840.9236
609,307.1882,238.241,170100.0,1,47.0,0,pos_singleton,singleton,0,,POS,103.0,-1,,,,,,,,,,,,,,,,,,,,,5554478.909
611,882.2608,457.407,93800.0,1,49.0,0,pos_singleton,singleton,0,,POS,105.0,-1,,,,,,,,,,,,,,,,,,,,,1353757.4330000002
612,228.196,181.619,837900.0,1,50.0,7,pos_adduct,adduct,0,[3M+NH4]+,POS,107.0,19,,,,,,,,,,,,,,,,,,,,,12525942.11
613,207.1592,95.465,565700.0,1,51.0,0,pos_adduct,adduct,0,[M+H]+,POS,109.0,83,,,,,,,,,,,,,,,,,,,,,6092581.078
615,680.4809,483.644,585500.0,1,53.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,112.0,45,,,,,,,,,,,,,,,,,,,,,4089231.273
617,302.2329,237.998,408700.0,1,55.0,0,pos_cossingleton,cossingleton,0,,POS,118.0,155,,,,,,,,,,,,,,,,,,,,,5414834.472
618,270.2793,349.158,345500.0,1,56.0,0,pos_cossingleton,cossingleton,0,,POS,119.0,20,,,,,,,,,,,,,,,,,,,,,7426563.749
620,402.3577,274.363,511600.0,1,58.0,0,pos_cossingleton,cossingleton,0,,POS,124.0,129,,,,,,,,,,,,,,,,,,,,,2289333.671
626,817.1951,457.191,668800.0,1,64.0,0,pos_adduct,adduct,0,[M+H]+,POS,134.0,103,,,,,,,,,,,,,,,,,,,,,1016983.942
627,217.0473,141.349,33600.0,1,65.0,0,pos_cossingleton,cossingleton,0,,POS,136.0,14,,,,,,,,,,,,,,,,,,,,,4204444.068
629,463.1306,334.783,2080300.0,1,67.0,0,pos_adduct,adduct,0,[M+H]+,POS,138.0,16,,,,,,,,,,,,,,,,,,,,,973213.9766
630,984.2356,480.214,434600.0,1,68.0,0,pos_cossingleton,cossingleton,0,,POS,140.0,34,,,,,,,,,,,,,,,,,,,,,725589.1631
631,557.1748,370.743,322000.0,1,69.0,0,pos_cossingleton,cossingleton,0,,POS,142.0,115,,,,,,,,,,,,,,,,,,,,,637031.6764
632,226.1802,158.52,4503000.0,1,70.0,0,pos_fragment,fragment,0,,POS,143.0,38,,,,,,,,,,,,,,,,,,,,,4162077.768
633,508.1889,334.769,17400.0,1,71.0,0,pos_singleton,singleton,0,,POS,146.0,-1,,,,,,,,,,,,,,,,,,,,,890316.0425
635,393.2975,409.43,134600.0,1,73.0,0,pos_singleton,singleton,0,,POS,151.0,-1,,,,,,,,,,,,,,,,,,,,,2563848.767
636,376.0604,209.431,85300.0,1,74.0,0,pos_singleton,singleton,0,,POS,152.0,-1,,,,,,,,,,,,,,,,,,,,,3328344.242
637,700.2356,465.954,647200.0,1,75.0,0,pos_cossingleton,cossingleton,0,,POS,154.0,73,,,,,,,,,,,,,,,,,,,,,440395.2152
638,686.184,447.753,2243100.0,1,76.0,0,pos_cossingleton,cossingleton,0,,POS,155.0,6,,,,,,,,,,,,,,,,,,,,,618007.0724
639,708.5125,483.186,642600.0,1,77.0,0,pos_cossingleton,cossingleton,0,,POS,157.0,45,,,,,,,,,,,,,,,,,,,,,2946298.257
641,279.1591,290.069,3544000.0,1,79.0,0,pos_cossingleton,cossingleton,0,,POS,160.0,133,,,,,,,,,,,,,,,,,,,,,2577697.434
642,416.3736,409.352,54200.0,1,80.0,0,pos_singleton,singleton,0,,POS,163.0,-1,,,,,,,,,,,,,,,,,,,,,2910613.832
646,878.2841,455.435,125400.0,1,84.0,0,pos_singleton,singleton,0,,POS,171.0,-1,,,,,,,,,,,,,,,,,,,,,498074.334
649,430.3894,300.533,278700.0,1,87.0,0,pos_cossingleton,cossingleton,0,,POS,176.0,129,,,,,,,,,,,,,,,,,,,,,1507066.063
650,178.1228,504.52,245900.0,1,88.0,0,pos_cossingleton,cossingleton,0,,POS,178.0,29,,,,,,,,,,,,,,,,,,,,,2308170.88
651,575.1058,370.553,153600.0,1,89.0,0,pos_adduct,adduct,0,[M+K]+,POS,179.0,8,,,,,,,,,,,,,,,,,,,,,430451.9363
654,380.3373,327.985,407600.0,1,92.0,0,pos_cossingleton,cossingleton,0,,POS,182.0,65,,,,,,,,,,,,,,,,,,,,,2476467.227
655,424.3635,322.92,348300.0,1,93.0,0,pos_cossingleton,cossingleton,0,,POS,185.0,65,,,,,,,,,,,,,,,,,,,,,2903711.765
660,598.1487,426.498,482100.0,1,98.0,0,pos_cossingleton,cossingleton,0,,POS,199.0,16,,,,,,,,,,,,,,,,,,,,,192197.7451
663,614.1816,475.985,10643000.0,1,101.0,0,pos_cossingleton,cossingleton,0,,POS,203.0,115,,,,,,,,,,,,,,,,,,,,,1010070.503
667,952.3005,472.197,119900.0,1,105.0,0,pos_singleton,singleton,0,,POS,209.0,-1,,,,,,,,,,,,,,,,,,,,,635262.8645
671,436.342,409.074,163900.0,1,109.0,0,pos_singleton,singleton,0,,POS,213.0,-1,,,,,,,,,,,,,,,,,,,,,1524920.379
673,626.2162,449.383,710000.0,1,111.0,0,pos_cossingleton,cossingleton,0,,POS,216.0,13,,,,,,,,,,,,,,,,,,,,,284438.7824
676,797.1627,440.232,114300.0,1,114.0,0,pos_singleton,singleton,0,,POS,221.0,-1,,,,,,,,,,,,,,,,,,,,,236748.4244
677,965.296,472.642,51300.0,1,115.0,0,pos_singleton,singleton,0,,POS,223.0,-1,,,,,,,,,,,,,,,,,,,,,315469.4285
678,185.9846,31.126,514700.0,1,116.0,0,pos_fragment,fragment,0,,POS,224.0,93,,,,,,,,,,,,,,,,,,,,,2071248.73
679,716.2306,422.322,89600.0,1,117.0,0,pos_singleton,singleton,0,,POS,226.0,-1,,,,,,,,,,,,,,,,,,,,,180395.435
684,372.1361,260.991,48900.0,1,122.0,0,pos_singleton,singleton,0,,POS,232.0,-1,,,,,,,,,,,,,,,,,,,,,979182.0983
688,224.1857,95.296,233200.0,1,126.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,237.0,83,,,,,,,,,,,,,,,,,,,,,1737976.096
689,291.2531,276.361,211500.0,1,127.0,0,pos_cossingleton,cossingleton,0,,POS,238.0,65,,,,,,,,,,,,,,,,,,,,,1005053.909
694,1012.2677,500.468,87300.0,1,132.0,0,pos_singleton,singleton,0,,POS,244.0,-1,,,,,,,,,,,,,,,,,,,,,306162.8425
695,239.089,89.319,914000.0,1,133.0,0,pos_adduct,adduct,0,[M+Na]+,POS,245.0,14,,,,,,,,,,,,,,,,,,,,,1313135.981
696,672.1684,443.365,328500.0,1,134.0,0,pos_cossingleton,cossingleton,0,,POS,248.0,73,,,,,,,,,,,,,,,,,,,,,95120.72732
697,386.1519,278.953,83700.0,1,135.0,0,pos_singleton,singleton,0,,POS,249.0,-1,,,,,,,,,,,,,,,,,,,,,758977.6113
698,389.1119,293.24,575900.0,1,136.0,0,pos_adduct,adduct,0,[M+H]+,POS,250.0,23,,,,,,,,,,,,,,,,,,,,,318758.8513
701,330.2641,280.78,230500.0,1,139.0,0,pos_cossingleton,cossingleton,0,,POS,256.0,155,,,,,,,,,,,,,,,,,,,,,970927.5325
703,165.0912,255.505,106300.0,1,141.0,0,pos_fragment,fragment,0,,POS,258.0,27,,,,,,,,,,,,,,,,,,,,,664733.6612
705,332.3313,274.843,237600.0,1,143.0,0,pos_cossingleton,cossingleton,0,,POS,260.0,29,,,,,,,,,,,,,,,,,,,,,565344.5023
706,600.4685,320.779,264300.0,1,144.0,0,pos_cossingleton,cossingleton,0,,POS,262.0,65,,,,,,,,,,,,,,,,,,,,,670822.7429
712,274.2377,120.855,33500.0,1,150.0,0,pos_singleton,singleton,0,,POS,271.0,-1,,,,,,,,,,,,,,,,,,,,,313839.7611
717,434.1698,293.327,66500.0,1,155.0,0,pos_singleton,singleton,0,,POS,280.0,-1,,,,,,,,,,,,,,,,,,,,,166079.7626
718,670.1885,489.236,1397500.0,1,156.0,0,pos_cossingleton,cossingleton,0,,POS,281.0,13,,,,,,,,,,,,,,,,,,,,,98660.10334
723,427.068,293.073,46000.0,1,161.0,0,pos_adduct,adduct,0,[M+K]+,POS,288.0,23,,,,,,,,,,,,,,,,,,,,,31633.566000000003
725,167.013,502.391,23279000.0,1,163.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,291.0,49,,,,,,,,,,,,,,,,,,,,,32492614.57
726,313.2365,275.874,92700.0,1,164.0,0,pos_cossingleton,cossingleton,0,,POS,292.0,29,,,,,,,,,,,,,,,,,,,,,478783.1225
727,457.304,283.247,907100.0,1,165.0,0,pos_singleton,singleton,0,,POS,293.0,-1,,,,,,,,,,,,,,,,,,,,,555558.6602
732,297.2422,300.627,369100.0,1,170.0,0,pos_singleton,singleton,0,,POS,299.0,-1,,,,,,,,,,,,,,,,,,,,,577242.7828
740,131.5338,500.941,4766500.0,2,178.0,0,pos_singleton,singleton,0,,POS,311.0,-1,,,,,,,,,,,,,,,,,,,,,99759.0482
742,262.165,89.517,40900.0,1,180.0,0,pos_singleton,singleton,0,,POS,314.0,-1,,,,,,,,,,,,,,,,,,,,,296281.1221
743,652.4117,98.213,173300.0,1,181.0,0,pos_cossingleton,cossingleton,0,,POS,315.0,65,,,,,,,,,,,,,,,,,,,,,37225.9839
745,357.2358,101.984,227100.0,2,183.0,0,pos_cossingleton,cossingleton,0,,POS,317.0,65,,,,,,,,,,,,,,,,,,,,,80620.32675
749,722.5057,306.856,292400.0,1,187.0,0,pos_singleton,singleton,0,,POS,321.0,-1,,,,,,,,,,,,,,,,,,,,,256294.5489
750,332.2798,312.048,67500.0,1,188.0,0,pos_singleton,singleton,0,,POS,322.0,-1,,,,,,,,,,,,,,,,,,,,,260912.1839
759,266.2113,259.842,12200.0,1,197.0,0,pos_singleton,singleton,0,,POS,332.0,-1,,,,,,,,,,,,,,,,,,,,,164590.6843
760,216.196,142.137,111200.0,1,198.0,0,pos_cossingleton,cossingleton,0,,POS,333.0,19,,,,,,,,,,,,,,,,,,,,,133411.3533
763,584.4378,337.427,344100.0,1,201.0,0,pos_cossingleton,cossingleton,0,,POS,337.0,170,,,,,,,,,,,,,,,,,,,,,201787.2081
766,286.958,155.646,214800.0,1,204.0,0,pos_singleton,singleton,0,,POS,340.0,-1,,,,,,,,,,,,,,,,,,,,,49582.15583
767,175.1483,178.754,129700.0,1,205.0,0,pos_fragment,fragment,0,,POS,341.0,19,,,,,,,,,,,,,,,,,,,,,357403.9308
768,355.2251,276.073,112600.0,1,206.0,0,pos_cossingleton,cossingleton,0,,POS,342.0,168,,,,,,,,,,,,,,,,,,,,,159307.842
769,382.3165,238.288,82700.0,1,207.0,0,pos_singleton,singleton,0,,POS,343.0,-1,,,,,,,,,,,,,,,,,,,,,209809.7249
773,332.1496,236.4,501100.0,1,211.0,0,pos_cossingleton,cossingleton,0,,POS,348.0,146,,,,,,,,,,,,,,,,,,,,,403148.916
776,315.1228,235.315,310400.0,1,214.0,0,pos_singleton,singleton,0,,POS,352.0,-1,,,,,,,,,,,,,,,,,,,,,314732.1914
781,197.081,186.441,263300000.0,1,219.0,0,pos_adduct,adduct,0,[M+H]+,POS,357.0,108,"""2-Hydroxy-4,6-dimethoxyacetophenone""|Rhizonic acid",197.0814|197.0814,186.737|179.962006,[M+H]+|[M+H]+,C10H12O4|C10H12O4,CC(=O)c1c(OC)cc(OC)cc1O|O=C(O)c1c(C)cc(OC)c(C)c1O,"InChI=1S/C10H12O4/c1-6(11)10-8(12)4-7(13-2)5-9(10)14-3/h4-5,12H,1-3H3|InChI=1S/C10H12O4/c1-5-4-7(14-3)6(2)9(11)8(5)10(12)13/h4,11H,1-3H3,(H,12,13)",FBUBVLUPUDBFME-UHFFFAOYSA-N|BMRVNZZVDSVOQG-UHFFFAOYSA-N,Cleavage Products of Depsides and Depsidones|Cleavage Products of Depsides and Depsidones,Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,0.73|0.66,7|6,0.4|0.4,,,,,,,,5966589888.0
782,211.0961,220.683,40580000.0,1,220.0,0,pos_precursor,precursor,0,,POS,358.0,39,,,,,,,,,,,,,,,,,,,,,3029059745.0
783,179.0704,186.882,1555800.0,1,221.0,0,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,359.0,29,,,,,,,,,,,,,,,,,,,,,72065108.23
784,446.0657,187.052,974300.0,1,222.0,0,pos_cossingleton,cossingleton,0,,POS,361.0,39,,,,,,,,,,,,,,,,,,,,,14439222.03
785,874.7874,500.215,2619400.0,1,223.0,0,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,362.0,52,,,,,,,,,,,,,,,,,,,,,34425033.48
786,193.0862,215.061,1089000.0,1,224.0,0,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,363.0,39,,,,,,,,,,,,,,,,,,,,,24826826.59
787,900.8021,500.274,3482800.0,1,225.0,0,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,364.0,53,,,,,,,,,,,,,,,,,,,,,29002637.15
788,281.0333,187.052,585200.0,1,226.0,0,pos_adduct,adduct,0,[M+H]+,POS,365.0,67,,,,,,,,,,,,,,,,,,,,,17727225.49
789,322.0597,187.052,735300.0,1,227.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,366.0,67,,,,,,,,,,,,,,,,,,,,,13623042.53
790,337.024,186.596,1118200.0,1,228.0,0,pos_singleton,singleton,0,,POS,367.0,-1,,,,,,,,,,,,,,,,,,,,,14000944.59
791,292.0265,187.506,358300.0,1,229.0,0,pos_cossingleton,cossingleton,0,,POS,368.0,36,,,,,,,,,,,,,,,,,,,,,12005497.85
792,852.2498,455.338,3994800.0,1,230.0,0,pos_cossingleton,cossingleton,0,,POS,370.0,115,,,,,,,,,,,,,,,,,,,,,4127669.142
793,155.0703,187.929,298100.0,1,231.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,371.0,29,,,,,,,,,,,,,,,,,,,,,11027156.98
794,158.9614,21.597,2005600.0,1,232.0,0,pos_adduct,adduct,0,[M+H]+,POS,372.0,32,,,,,,,,,,,,,,,,,,,,,14289679.95
795,335.0535,187.052,435700.0,1,233.0,0,pos_cossingleton,cossingleton,0,,POS,373.0,136,,,,,,,,,,,,,,,,,,,,,10608934.16
796,182.0574,187.052,53500.0,1,234.0,0,pos_singleton,singleton,0,,POS,374.0,-1,,,,,,,,,,,,,,,,,,,,,7326344.86
798,144.9826,432.804,2827100.0,1,236.0,0,pos_cossingleton,cossingleton,0,,POS,376.0,9,,,,,,,,,,,,,,,,,,,,,12474614.8
799,151.0752,188.836,148200.0,1,237.0,0,pos_fragment,fragment,0,,POS,377.0,29,,,,,,,,,,,,,,,,,,,,,7584859.671
801,295.9973,187.506,114000.0,1,239.0,0,pos_singleton,singleton,0,,POS,379.0,-1,,,,,,,,,,,,,,,,,,,,,7244268.107000001
803,349.0697,219.803,166600.0,1,241.0,0,pos_cossingleton,cossingleton,0,,POS,384.0,136,,,,,,,,,,,,,,,,,,,,,4200127.777
804,183.0654,133.335,1194000.0,1,242.0,0,pos_adduct,adduct,0,[M+H]+,POS,385.0,105,,,,,,,,,,,,,,,,,,,,,2661281.989
