Index,mz,rt,TIC,charge,mgf_index,rule_points,status,status_universal,adduct_count,Adnotation,ion_mode,feature_id,cluster_id,ldb_ion_name,ldb_ion_mass,ldb_ion_rt,ldb_ion_adduct,ldb_ion_formula,ldb_ion_smiles,ldb_ion_inchi,ldb_ion_inchikey,ldb_ion_class,ldb_ion_instrument,ldb_ion_cos,ldb_ion_matches,ldb_ion_error_mDa,adduct,colotus_name,colotus_mass,colotus_error_mDa,colotus_smiles,colotus_inchi,colotus_inchikey,008_12_Desoxypyxinol
580,730.2454,422.408,121300.0,1,18.0,0,pos_singleton,singleton,0,,POS,47.0,-1,,,,,,,,,,,,,,,,,,,,,2846208.757
581,912.1972,435.542,1085900.0,1,19.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,48.0,101,,,,,,,,,,,,,,,,,,,,,1102647.932
585,138.9954,509.247,1314600.0,1,23.0,0,pos_cossingleton,cossingleton,0,,POS,54.0,112,,,,,,,,,,,,,,,,,,,,,11819649.04
586,582.2072,370.282,47800.0,1,24.0,0,pos_singleton,singleton,0,,POS,55.0,-1,,,,,,,,,,,,,,,,,,,,,280732.364
588,386.2909,276.096,278900000.0,1,26.0,2,pos_adduct,adduct,0,[M+NH4]+,POS,61.0,7,Dihydromuronic acid,386.2906,276.194,[M+NH4]+,C21H36O5,CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(C)C(=O)O1)C(=O)O,"InChI=1S/C21H36O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h17-19H,3-15H2,1-2H3,(H,23,24)/t17?,18-,19?/m1/s1",SPGPUDJMXMJNCU-JLAWEPINSA-N,Paraconic acids,Thermo Q-Exactive Focus,0.95,14,0.3,,,,,,,,1281998.219
589,172.9772,16.839,2581300.0,1,27.0,0,pos_fragment,fragment,0,,POS,63.0,32,,,,,,,,,,,,,,,,,,,,,11829222.48
593,984.2378,500.747,1656600.0,1,31.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,72.0,34,,,,,,,,,,,,,,,,,,,,,5200141.364
594,201.0083,30.768,1612100.0,1,32.0,0,pos_cossingleton,cossingleton,0,,POS,76.0,112,,,,,,,,,,,,,,,,,,,,,7037526.489
595,880.2629,457.477,214100.0,1,33.0,0,pos_cossingleton,cossingleton,0,,POS,77.0,17,,,,,,,,,,,,,,,,,,,,,4332149.2530000005
596,369.2639,276.134,406900000.0,1,34.0,0,pos_adduct,adduct,0,[M+H]+,POS,78.0,7,Dihydromuronic acid,369.2641,273.942993,[M+H]+,C21H36O5,CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(C)C(=O)O1)C(=O)O,"InChI=1S/C21H36O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h17-19H,3-15H2,1-2H3,(H,23,24)/t17?,18-,19?/m1/s1",SPGPUDJMXMJNCU-JLAWEPINSA-N,Paraconic acids,Thermo Q-Exactive Focus,0.83,12,0.2,,,,,,,,833908.9709999999
598,504.3605,414.139,166000.0,1,36.0,0,pos_singleton,singleton,0,,POS,80.0,-1,,,,,,,,,,,,,,,,,,,,,4903164.17
599,633.1496,399.992,1169200.0,1,37.0,0,pos_adduct,adduct,0,[M+Na]+,POS,82.0,6,,,,,,,,,,,,,,,,,,,,,1490074.509
600,906.2595,487.207,26740000.0,1,38.0,0,pos_cossingleton,cossingleton,0,,POS,83.0,13,,,,,,,,,,,,,,,,,,,,,7698806.467
602,485.1128,334.687,153000.0,1,40.0,0,pos_adduct,adduct,0,[M+Na]+,POS,86.0,16,,,,,,,,,,,,,,,,,,,,,1889563.463
604,183.0782,111.275,1805100.0,1,42.0,0,pos_cossingleton,cossingleton,0,,POS,90.0,124,,,,,,,,,,,,,,,,,,,,,6702133.384
605,612.2013,442.375,770300.0,1,43.0,0,pos_cossingleton,cossingleton,0,,POS,92.0,6,,,,,,,,,,,,,,,,,,,,,1288437.672
607,649.1246,399.683,150200.0,1,45.0,0,pos_adduct,adduct,0,[M+K]+,POS,100.0,6,,,,,,,,,,,,,,,,,,,,,1054436.36
609,307.1882,238.241,170100.0,1,47.0,0,pos_singleton,singleton,0,,POS,103.0,-1,,,,,,,,,,,,,,,,,,,,,9805486.32
611,882.2608,457.407,93800.0,1,49.0,0,pos_singleton,singleton,0,,POS,105.0,-1,,,,,,,,,,,,,,,,,,,,,2898780.884
612,228.196,181.619,837900.0,1,50.0,7,pos_adduct,adduct,0,[3M+NH4]+,POS,107.0,19,,,,,,,,,,,,,,,,,,,,,5537213.017999999
613,207.1592,95.465,565700.0,1,51.0,0,pos_adduct,adduct,0,[M+H]+,POS,109.0,83,,,,,,,,,,,,,,,,,,,,,6495076.617000001
615,680.4809,483.644,585500.0,1,53.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,112.0,45,,,,,,,,,,,,,,,,,,,,,4338777.791999999
617,302.2329,237.998,408700.0,1,55.0,0,pos_cossingleton,cossingleton,0,,POS,118.0,155,,,,,,,,,,,,,,,,,,,,,8411224.396
618,270.2793,349.158,345500.0,1,56.0,0,pos_cossingleton,cossingleton,0,,POS,119.0,20,,,,,,,,,,,,,,,,,,,,,3348531.367
620,402.3577,274.363,511600.0,1,58.0,0,pos_cossingleton,cossingleton,0,,POS,124.0,129,,,,,,,,,,,,,,,,,,,,,2870853.799
626,817.1951,457.191,668800.0,1,64.0,0,pos_adduct,adduct,0,[M+H]+,POS,134.0,103,,,,,,,,,,,,,,,,,,,,,2455358.221
627,217.0473,141.349,33600.0,1,65.0,0,pos_cossingleton,cossingleton,0,,POS,136.0,14,,,,,,,,,,,,,,,,,,,,,3879813.909
629,463.1306,334.783,2080300.0,1,67.0,0,pos_adduct,adduct,0,[M+H]+,POS,138.0,16,,,,,,,,,,,,,,,,,,,,,1084010.53
630,984.2356,480.214,434600.0,1,68.0,0,pos_cossingleton,cossingleton,0,,POS,140.0,34,,,,,,,,,,,,,,,,,,,,,1286641.402
632,226.1802,158.52,4503000.0,1,70.0,0,pos_fragment,fragment,0,,POS,143.0,38,,,,,,,,,,,,,,,,,,,,,1900740.297
633,508.1889,334.769,17400.0,1,71.0,0,pos_singleton,singleton,0,,POS,146.0,-1,,,,,,,,,,,,,,,,,,,,,929753.6381
635,393.2975,409.43,134600.0,1,73.0,0,pos_singleton,singleton,0,,POS,151.0,-1,,,,,,,,,,,,,,,,,,,,,1787898.936
636,376.0604,209.431,85300.0,1,74.0,0,pos_singleton,singleton,0,,POS,152.0,-1,,,,,,,,,,,,,,,,,,,,,3509835.594
637,700.2356,465.954,647200.0,1,75.0,0,pos_cossingleton,cossingleton,0,,POS,154.0,73,,,,,,,,,,,,,,,,,,,,,1072951.256
638,686.184,447.753,2243100.0,1,76.0,0,pos_cossingleton,cossingleton,0,,POS,155.0,6,,,,,,,,,,,,,,,,,,,,,905678.4774
639,708.5125,483.186,642600.0,1,77.0,0,pos_cossingleton,cossingleton,0,,POS,157.0,45,,,,,,,,,,,,,,,,,,,,,2658573.756
641,279.1591,290.069,3544000.0,1,79.0,0,pos_cossingleton,cossingleton,0,,POS,160.0,133,,,,,,,,,,,,,,,,,,,,,3348873.915
642,416.3736,409.352,54200.0,1,80.0,0,pos_singleton,singleton,0,,POS,163.0,-1,,,,,,,,,,,,,,,,,,,,,2210984.8340000003
648,341.0939,278.848,331000.0,1,86.0,0,pos_cossingleton,cossingleton,0,,POS,175.0,12,,,,,,,,,,,,,,,,,,,,,2113018.394
649,430.3894,300.533,278700.0,1,87.0,0,pos_cossingleton,cossingleton,0,,POS,176.0,129,,,,,,,,,,,,,,,,,,,,,1547050.408
654,380.3373,327.985,407600.0,1,92.0,0,pos_cossingleton,cossingleton,0,,POS,182.0,65,,,,,,,,,,,,,,,,,,,,,2160461.451
655,424.3635,322.92,348300.0,1,93.0,0,pos_cossingleton,cossingleton,0,,POS,185.0,65,,,,,,,,,,,,,,,,,,,,,2337957.325
657,245.1514,229.712,41200.0,1,95.0,0,pos_singleton,singleton,0,,POS,189.0,-1,,,,,,,,,,,,,,,,,,,,,3841652.269
660,598.1487,426.498,482100.0,1,98.0,0,pos_cossingleton,cossingleton,0,,POS,199.0,16,,,,,,,,,,,,,,,,,,,,,474908.8751
662,305.2092,205.732,161700.0,1,100.0,0,pos_cossingleton,cossingleton,0,,POS,202.0,12,,,,,,,,,,,,,,,,,,,,,4134750.713
667,952.3005,472.197,119900.0,1,105.0,0,pos_singleton,singleton,0,,POS,209.0,-1,,,,,,,,,,,,,,,,,,,,,816325.7271
670,947.2863,488.315,52600.0,1,108.0,0,pos_singleton,singleton,0,,POS,212.0,-1,,,,,,,,,,,,,,,,,,,,,1894301.734
671,436.342,409.074,163900.0,1,109.0,0,pos_singleton,singleton,0,,POS,213.0,-1,,,,,,,,,,,,,,,,,,,,,1363217.071
672,391.2462,276.817,28060000.0,1,110.0,0,pos_adduct,adduct,0,[M+Na]+,POS,214.0,7,,,,,,,,,,,,,,,,,,,,,153732.9666
673,626.2162,449.383,710000.0,1,111.0,0,pos_cossingleton,cossingleton,0,,POS,216.0,13,,,,,,,,,,,,,,,,,,,,,561832.3283
674,414.3218,276.313,194000.0,1,112.0,0,pos_singleton,singleton,0,,POS,217.0,-1,,,,,,,,,,,,,,,,,,,,,157725.2739
675,384.2748,279.44,10094000.0,1,113.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,220.0,12,Isomuronic acid|Muronic acid,384.275|384.275,276.149994|276.955994,[M+NH4]+|[M+NH4]+,C21H34O5|C21H34O5,CC(=O)CCCCCCCCCCCCC[C@H]1OC(=O)C(=C1C(=O)O)C|CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(=O)O)C(=C)C(=O)O1,"InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18H,3-15H2,1-2H3,(H,23,24)/t18-/m1/s1|InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18-19H,2-15H2,1H3,(H,23,24)/t18-,19?/m1/s1",KYSXDEQQOVVLIN-GOSISDBHSA-N|SKQHRBRVCRUFSX-MRTLOADZSA-N,Paraconic acids|Paraconic acids,Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,0.96|0.58,14|6,0.2|0.2,,,,,,,,173159.2168
676,797.1627,440.232,114300.0,1,114.0,0,pos_singleton,singleton,0,,POS,221.0,-1,,,,,,,,,,,,,,,,,,,,,451940.0507
677,965.296,472.642,51300.0,1,115.0,0,pos_singleton,singleton,0,,POS,223.0,-1,,,,,,,,,,,,,,,,,,,,,452947.3544
678,185.9846,31.126,514700.0,1,116.0,0,pos_fragment,fragment,0,,POS,224.0,93,,,,,,,,,,,,,,,,,,,,,1446374.552
679,716.2306,422.322,89600.0,1,117.0,0,pos_singleton,singleton,0,,POS,226.0,-1,,,,,,,,,,,,,,,,,,,,,253358.7504
684,372.1361,260.991,48900.0,1,122.0,0,pos_singleton,singleton,0,,POS,232.0,-1,,,,,,,,,,,,,,,,,,,,,1118780.875
686,367.248,278.816,51240000.0,1,124.0,0,pos_adduct,adduct,0,[M+H]+,POS,234.0,12,Muronic acid|Isomuronic acid,367.2484|367.2484,274.311005|278.671997,[M+H]+|[M+H]+,C21H34O5|C21H34O5,CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(=O)O)C(=C)C(=O)O1|CC(=O)CCCCCCCCCCCCC[C@H]1OC(=O)C(=C1C(=O)O)C,"InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18-19H,2-15H2,1H3,(H,23,24)/t18-,19?/m1/s1|InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18H,3-15H2,1-2H3,(H,23,24)/t18-/m1/s1",SKQHRBRVCRUFSX-MRTLOADZSA-N|KYSXDEQQOVVLIN-GOSISDBHSA-N,Paraconic acids|Paraconic acids,Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,0.56|0.6,14|13,0.4|0.4,,,,,,,,119679.741
688,224.1857,95.296,233200.0,1,126.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,237.0,83,,,,,,,,,,,,,,,,,,,,,1685401.091
689,291.2531,276.361,211500.0,1,127.0,0,pos_cossingleton,cossingleton,0,,POS,238.0,65,,,,,,,,,,,,,,,,,,,,,927450.0735
694,1012.2677,500.468,87300.0,1,132.0,0,pos_singleton,singleton,0,,POS,244.0,-1,,,,,,,,,,,,,,,,,,,,,643303.582
695,239.089,89.319,914000.0,1,133.0,0,pos_adduct,adduct,0,[M+Na]+,POS,245.0,14,,,,,,,,,,,,,,,,,,,,,1495515.439
696,672.1684,443.365,328500.0,1,134.0,0,pos_cossingleton,cossingleton,0,,POS,248.0,73,,,,,,,,,,,,,,,,,,,,,244270.1791
697,386.1519,278.953,83700.0,1,135.0,0,pos_singleton,singleton,0,,POS,249.0,-1,,,,,,,,,,,,,,,,,,,,,840812.8771
698,389.1119,293.24,575900.0,1,136.0,0,pos_adduct,adduct,0,[M+H]+,POS,250.0,23,,,,,,,,,,,,,,,,,,,,,307688.1892
701,330.2641,280.78,230500.0,1,139.0,0,pos_cossingleton,cossingleton,0,,POS,256.0,155,,,,,,,,,,,,,,,,,,,,,1660957.44
702,249.1849,262.816,167800.0,1,140.0,0,pos_cossingleton,cossingleton,0,,POS,257.0,12,,,,,,,,,,,,,,,,,,,,,400311.0292
703,165.0912,255.505,106300.0,1,141.0,0,pos_fragment,fragment,0,,POS,258.0,27,,,,,,,,,,,,,,,,,,,,,631688.3437
704,326.2537,119.012,595400.0,1,142.0,0,pos_cossingleton,cossingleton,0,,POS,259.0,63,,,,,,,,,,,,,,,,,,,,,757945.2778
706,600.4685,320.779,264300.0,1,144.0,0,pos_cossingleton,cossingleton,0,,POS,262.0,65,,,,,,,,,,,,,,,,,,,,,512362.9529
712,274.2377,120.855,33500.0,1,150.0,0,pos_singleton,singleton,0,,POS,271.0,-1,,,,,,,,,,,,,,,,,,,,,386109.8098
717,434.1698,293.327,66500.0,1,155.0,0,pos_singleton,singleton,0,,POS,280.0,-1,,,,,,,,,,,,,,,,,,,,,155080.1708
718,670.1885,489.236,1397500.0,1,156.0,0,pos_cossingleton,cossingleton,0,,POS,281.0,13,,,,,,,,,,,,,,,,,,,,,398168.4902
719,149.0235,193.374,372800.0,1,157.0,0,pos_fragment,fragment,0,,POS,282.0,88,,,,,,,,,,,,,,,,,,,,,574500.9722
723,427.068,293.073,46000.0,1,161.0,0,pos_adduct,adduct,0,[M+K]+,POS,288.0,23,,,,,,,,,,,,,,,,,,,,,114845.2211
724,938.2855,475.128,999300.0,1,162.0,0,pos_cossingleton,cossingleton,0,,POS,290.0,13,,,,,,,,,,,,,,,,,,,,,79357.56961
725,167.013,502.391,23279000.0,1,163.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,291.0,49,,,,,,,,,,,,,,,,,,,,,33382685.92
727,457.304,283.247,907100.0,1,165.0,0,pos_singleton,singleton,0,,POS,293.0,-1,,,,,,,,,,,,,,,,,,,,,242304.5241
732,297.2422,300.627,369100.0,1,170.0,0,pos_singleton,singleton,0,,POS,299.0,-1,,,,,,,,,,,,,,,,,,,,,494878.3104
735,177.0548,194.165,477100.0,1,173.0,0,pos_cossingleton,cossingleton,0,,POS,304.0,133,,,,,,,,,,,,,,,,,,,,,157545.7822
736,228.2324,299.482,1138400.0,1,174.0,0,pos_cossingleton,cossingleton,0,,POS,305.0,12,,,,,,,,,,,,,,,,,,,,,361737.0427
740,131.5338,500.941,4766500.0,2,178.0,0,pos_singleton,singleton,0,,POS,311.0,-1,,,,,,,,,,,,,,,,,,,,,51217.71791
742,262.165,89.517,40900.0,1,180.0,0,pos_singleton,singleton,0,,POS,314.0,-1,,,,,,,,,,,,,,,,,,,,,351648.7049
743,652.4117,98.213,173300.0,1,181.0,0,pos_cossingleton,cossingleton,0,,POS,315.0,65,,,,,,,,,,,,,,,,,,,,,81176.72211
745,357.2358,101.984,227100.0,2,183.0,0,pos_cossingleton,cossingleton,0,,POS,317.0,65,,,,,,,,,,,,,,,,,,,,,100626.5529
747,256.2636,342.548,6753000.0,1,185.0,0,pos_cossingleton,cossingleton,0,,POS,319.0,12,,,,,,,,,,,,,,,,,,,,,246110.0085
749,722.5057,306.856,292400.0,1,187.0,0,pos_singleton,singleton,0,,POS,321.0,-1,,,,,,,,,,,,,,,,,,,,,257395.8489
750,332.2798,312.048,67500.0,1,188.0,0,pos_singleton,singleton,0,,POS,322.0,-1,,,,,,,,,,,,,,,,,,,,,258643.7065
756,317.1151,289.313,67100.0,1,194.0,0,pos_singleton,singleton,0,,POS,329.0,-1,,,,,,,,,,,,,,,,,,,,,225446.6939
758,245.0789,194.267,44100.0,1,196.0,0,pos_singleton,singleton,0,,POS,331.0,-1,,,,,,,,,,,,,,,,,,,,,105891.908
760,216.196,142.137,111200.0,1,198.0,0,pos_cossingleton,cossingleton,0,,POS,333.0,19,,,,,,,,,,,,,,,,,,,,,93430.40884
763,584.4378,337.427,344100.0,1,201.0,0,pos_cossingleton,cossingleton,0,,POS,337.0,170,,,,,,,,,,,,,,,,,,,,,170679.6799
766,286.958,155.646,214800.0,1,204.0,0,pos_singleton,singleton,0,,POS,340.0,-1,,,,,,,,,,,,,,,,,,,,,52417.73096
767,175.1483,178.754,129700.0,1,205.0,0,pos_fragment,fragment,0,,POS,341.0,19,,,,,,,,,,,,,,,,,,,,,273115.0714
768,355.2251,276.073,112600.0,1,206.0,0,pos_cossingleton,cossingleton,0,,POS,342.0,168,,,,,,,,,,,,,,,,,,,,,91394.43626
769,382.3165,238.288,82700.0,1,207.0,0,pos_singleton,singleton,0,,POS,343.0,-1,,,,,,,,,,,,,,,,,,,,,67700.42395
770,263.0562,183.351,37500.0,1,208.0,0,pos_adduct,adduct,0,[M+Na]+,POS,344.0,109,,,,,,,,,,,,,,,,,,,,,38057.74072
776,315.1228,235.315,310400.0,1,214.0,0,pos_singleton,singleton,0,,POS,352.0,-1,,,,,,,,,,,,,,,,,,,,,38021.66213
785,874.7874,500.215,2619400.0,1,223.0,0,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,362.0,52,,,,,,,,,,,,,,,,,,,,,6202438.395
787,900.8021,500.274,3482800.0,1,225.0,0,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,364.0,53,,,,,,,,,,,,,,,,,,,,,5952742.512
798,144.9826,432.804,2827100.0,1,236.0,0,pos_cossingleton,cossingleton,0,,POS,376.0,9,,,,,,,,,,,,,,,,,,,,,7756469.129
830,940.2286,435.531,108900.0,1,268.0,0,pos_singleton,singleton,0,,POS,414.0,-1,,,,,,,,,,,,,,,,,,,,,540020.1147
842,712.2345,499.952,183600.0,1,280.0,0,pos_singleton,singleton,0,,POS,428.0,-1,,,,,,,,,,,,,,,,,,,,,346642.3379
850,540.4111,338.803,284000.0,1,288.0,0,pos_cossingleton,cossingleton,0,,POS,438.0,170,,,,,,,,,,,,,,,,,,,,,251974.7311
858,659.2871,356.188,238400.0,1,296.0,0,pos_adduct,adduct,0,[M+Na]+,POS,446.0,20,,,,,,,,,,,,,,,,,,,,,61299.61781
860,443.3886,369.87,41400000.0,1,298.0,0,pos_fragment,fragment,0,,POS,448.0,4,21-Hopen-3-on,443.3889,377.317993,[M+H]+,C30H50O2,CC1(C)C(CC[C@@]2(C)C3CCC4C2(C)CCC5[C@H](O)C(CCC54C)(C)C)C3(C)CCC1=O,"InChI=1S/C30H48O/c1-19(2)20-11-15-27(5)21(20)12-17-29(7)23(27)9-10-24-28(6)16-14-25(31)26(3,4)22(28)13-18-30(24,29)8/h21-24H,9-18H2,1-8H3/t21-,22?,23+,24+,27-,28-,29+,30+/m0/s1",ZQDCMFHXUJCDNU-SYQMSMRNSA-N,Terpenoids : Triterpenes,Thermo Q-Exactive Focus,0.77,13,0.3,,,,,,,,452372679.2
861,832.2411,456.957,55120000.0,1,299.0,0,pos_cossingleton,cossingleton,0,,POS,449.0,13,,,,,,,,,,,,,,,,,,,,,355638694.6
862,425.3771,370.416,17416000.0,1,300.0,0,pos_fragment,fragment,0,,POS,450.0,4,,,,,,,,,,,,,,,,,,,,,153514277.4
863,461.3991,369.746,4390000.0,1,301.0,0,pos_adduct,adduct,0,[M+H]+,POS,451.0,4,,,,,,,,,,,,,,,,,,,,,41482362.15
864,483.3812,369.746,529900.0,1,302.0,0,pos_adduct,adduct,0,[M+Na]+,POS,452.0,4,,,,,,,,,,,,,,,,,,,,,19744291.57
865,876.801,501.943,2559900.0,1,303.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,453.0,53,,,,,,,,,,,,,,,,,,,,,28343360.12
866,902.816,501.269,1890300.0,1,304.0,0,pos_cossingleton,cossingleton,0,,POS,454.0,53,,,,,,,,,,,,,,,,,,,,,24245411.03
867,191.1795,370.042,272300.0,1,305.0,0,pos_fragment,fragment,0,,POS,455.0,4,,,,,,,,,,,,,,,,,,,,,6609587.107999999
868,194.1177,120.335,919600.0,1,306.0,0,pos_cossingleton,cossingleton,0,,POS,456.0,55,,,,,,,,,,,,,,,,,,,,,2684136.944
870,1021.3064,504.993,167600.0,1,308.0,0,pos_singleton,singleton,0,,POS,458.0,-1,,,,,,,,,,,,,,,,,,,,,2246448.273
872,407.3676,369.746,185400.0,1,310.0,0,pos_fragment,fragment,0,,POS,460.0,4,,,,,,,,,,,,,,,,,,,,,5039354.42
873,143.1069,370.781,614900.0,1,311.0,0,pos_fragment,fragment,0,,POS,462.0,4,,,,,,,,,,,,,,,,,,,,,5291912.242
874,850.7874,499.913,446000.0,1,312.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,463.0,52,,,,,,,,,,,,,,,,,,,,,9461714.229
875,874.7873,441.182,583400.0,1,313.0,0,pos_cossingleton,cossingleton,0,,POS,464.0,52,,,,,,,,,,,,,,,,,,,,,7811360.549
879,524.4083,369.746,457100.0,1,317.0,1,pos_adduct,adduct,0,[M+Na+CH3CN]+,POS,469.0,4,,,,,,,,,,,,,,,,,,,,,2658162.385
880,860.2711,457.124,31800.0,1,318.0,0,pos_singleton,singleton,0,,POS,470.0,-1,,,,,,,,,,,,,,,,,,,,,6201162.112000001
881,217.1953,369.746,87700.0,1,319.0,0,pos_fragment,fragment,0,,POS,471.0,4,,,,,,,,,,,,,,,,,,,,,2503041.002
882,163.0394,205.653,393300.0,1,320.0,0,pos_cossingleton,cossingleton,0,,POS,472.0,55,,,,,,,,,,,,,,,,,,,,,2255668.195
883,478.4255,371.239,158500.0,1,321.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,474.0,4,,,,,,,,,,,,,,,,,,,,,2497149.726
886,158.9617,204.732,415900.0,1,324.0,0,pos_adduct,adduct,0,[M+H]+,POS,478.0,60,,,,,,,,,,,,,,,,,,,,,1430158.029
890,846.2557,457.935,129100.0,1,328.0,0,pos_singleton,singleton,0,,POS,482.0,-1,,,,,,,,,,,,,,,,,,,,,2099657.548
891,199.9882,201.492,263800.0,1,329.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,483.0,60,,,,,,,,,,,,,,,,,,,,,1029598.404
892,208.0399,204.692,500800.0,1,330.0,0,pos_precursor,precursor,0,,POS,484.0,42,,,,,,,,,,,,,,,,,,,,,1208989.071
893,193.1435,67.185,197100.0,1,331.0,0,pos_cossingleton,cossingleton,0,,POS,485.0,83,,,,,,,,,,,,,,,,,,,,,1340155.702
894,281.0522,457.774,25400.0,1,332.0,0,pos_singleton,singleton,0,,POS,486.0,-1,,,,,,,,,,,,,,,,,,,,,386577.5798
895,251.185,118.479,258200.0,1,333.0,0,pos_fragment,fragment,0,,POS,487.0,92,,,,,,,,,,,,,,,,,,,,,172831.534
896,1086.324,487.646,1801900.0,1,334.0,0,pos_cossingleton,cossingleton,0,,POS,488.0,13,,,,,,,,,,,,,,,,,,,,,400570.5927
898,474.3956,361.61,450000.0,1,336.0,0,pos_precursor,precursor,0,,POS,490.0,4,,,,,,,,,,,,,,,,,,,,,149961.8085
900,1056.2796,491.304,3992800.0,1,338.0,0,pos_cossingleton,cossingleton,0,,POS,495.0,13,,,,,,,,,,,,,,,,,,,,,173123.1195
904,297.2404,322.966,71600.0,1,342.0,0,pos_singleton,singleton,0,,POS,500.0,-1,,,,,,,,,,,,,,,,,,,,,78880.73816000001
905,1012.2682,483.522,62000.0,1,343.0,0,pos_singleton,singleton,0,,POS,501.0,-1,,,,,,,,,,,,,,,,,,,,,23181.26913
910,182.9853,510.117,20850000.0,1,348.0,0,pos_adduct,adduct,0,[M+H]+,POS,508.0,112,,,,,,,,,,,,,,,,,,,,,172658102.9
911,139.9881,505.742,4143300.0,1,349.0,0,pos_adduct,adduct,0,[M+H]+,POS,510.0,9,,,,,,,,,,,,,,,,,,,,,89412.95173
916,702.2145,422.121,34408000.0,1,354.0,0,pos_cossingleton,cossingleton,0,,POS,521.0,13,,,,,,,,,,,,,,,,,,,,,13585393.6
918,850.2502,455.546,11795000.0,1,356.0,0,pos_cossingleton,cossingleton,0,,POS,526.0,13,,,,,,,,,,,,,,,,,,,,,9834295.575
920,163.039,141.146,3245400.0,1,358.0,0,pos_adduct,adduct,0,[M+H]+,POS,528.0,55,,,,,,,,,,,,,,,,,,,,,32786961.13
923,255.9447,505.749,1069500.0,1,361.0,0,pos_adduct,adduct,0,[M+H]+,POS,532.0,36,,,,,,,,,,,,,,,,,,,,,4916756.58
930,554.1764,370.545,7945000.0,1,368.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,549.0,8,,,,,,,,,,,,,,,,,,,,,13564035.57
932,372.0668,210.381,539800.0,1,370.0,0,pos_cossingleton,cossingleton,0,,POS,551.0,124,,,,,,,,,,,,,,,,,,,,,11882840.4
936,702.2143,448.544,2531000.0,1,374.0,0,pos_adduct,adduct,0,[2M+NH4]+,POS,560.0,11,,,,,,,,,,,,,,,,,,,,,5420146.207
937,235.167,176.109,115100.0,1,375.0,0,pos_singleton,singleton,0,,POS,566.0,-1,,,,,,,,,,,,,,,,,,,,,4821580.797
940,998.2893,494.949,8949000.0,1,378.0,0,pos_cossingleton,cossingleton,0,,POS,571.0,13,,,,,,,,,,,,,,,,,,,,,4398637.548
944,125.9867,200.688,1971200.0,1,382.0,0,pos_adduct,adduct,0,[M+H]+,POS,578.0,42,,,,,,,,,,,,,,,,,,,,,3622358.602
945,180.99,510.739,1004700.0,1,383.0,0,pos_adduct,adduct,0,[M+H]+,POS,579.0,107,,,,,,,,,,,,,,,,,,,,,11109427.48
948,350.9878,210.096,156900.0,1,386.0,0,pos_cossingleton,cossingleton,0,,POS,585.0,23,,,,,,,,,,,,,,,,,,,,,6666287.533
955,251.0003,209.802,440000.0,1,393.0,0,pos_fragment,fragment,0,,POS,596.0,95,,,,,,,,,,,,,,,,,,,,,4615281.914
958,244.1908,158.281,332800.0,1,396.0,0,pos_cossingleton,cossingleton,0,,POS,603.0,2,,,,,,,,,,,,,,,,,,,,,1966364.081
967,130.1594,500.279,600100.0,1,405.0,0,pos_cossingleton,cossingleton,0,,POS,619.0,4,,,,,,,,,,,,,,,,,,,,,2919976.382
970,358.0511,210.281,300900.0,1,408.0,0,pos_cossingleton,cossingleton,0,,POS,626.0,124,,,,,,,,,,,,,,,,,,,,,2753221.907
974,476.3295,414.141,423600.0,1,412.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,631.0,64,,,,,,,,,,,,,,,,,,,,,1789115.008
