Index,mz,rt,TIC,charge,mgf_index,rule_points,status,status_universal,adduct_count,Adnotation,ion_mode,feature_id,cluster_id,ldb_ion_name,ldb_ion_mass,ldb_ion_rt,ldb_ion_adduct,ldb_ion_formula,ldb_ion_smiles,ldb_ion_inchi,ldb_ion_inchikey,ldb_ion_class,ldb_ion_instrument,ldb_ion_cos,ldb_ion_matches,ldb_ion_error_mDa,adduct,colotus_name,colotus_mass,colotus_error_mDa,colotus_smiles,colotus_inchi,colotus_inchikey,007_12_Desoxydiacetylpyxinol
576,656.2266,399.685,171300.0,1,14.0,0,pos_singleton,singleton,0,,POS,39.0,-1,,,,,,,,,,,,,,,,,,,,,8288997.501
577,331.0023,209.539,1477600.0,1,15.0,0,pos_cossingleton,cossingleton,0,,POS,41.0,124,,,,,,,,,,,,,,,,,,,,,16134221.52
578,146.9804,509.652,3492300.0,1,16.0,0,pos_cossingleton,cossingleton,0,,POS,43.0,9,,,,,,,,,,,,,,,,,,,,,15654853.49
579,143.9592,505.548,2567700.0,1,17.0,0,pos_fragment,fragment,0,,POS,46.0,9,,,,,,,,,,,,,,,,,,,,,4736233.85
580,730.2454,422.408,121300.0,1,18.0,0,pos_singleton,singleton,0,,POS,47.0,-1,,,,,,,,,,,,,,,,,,,,,5984644.049
581,912.1972,435.542,1085900.0,1,19.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,48.0,101,,,,,,,,,,,,,,,,,,,,,6242580.705
583,786.2537,465.603,49500.0,1,21.0,0,pos_singleton,singleton,0,,POS,50.0,-1,,,,,,,,,,,,,,,,,,,,,11152753.97
584,199.9879,511.438,2747300.0,1,22.0,0,pos_cossingleton,cossingleton,0,,POS,51.0,32,,,,,,,,,,,,,,,,,,,,,19851734.55
585,138.9954,509.247,1314600.0,1,23.0,0,pos_cossingleton,cossingleton,0,,POS,54.0,112,,,,,,,,,,,,,,,,,,,,,12369129.06
586,582.2072,370.282,47800.0,1,24.0,0,pos_singleton,singleton,0,,POS,55.0,-1,,,,,,,,,,,,,,,,,,,,,6400628.36
587,799.2485,465.842,720500.0,1,25.0,0,pos_singleton,singleton,0,,POS,58.0,-1,,,,,,,,,,,,,,,,,,,,,8588268.635
588,386.2909,276.096,278900000.0,1,26.0,2,pos_adduct,adduct,0,[M+NH4]+,POS,61.0,7,Dihydromuronic acid,386.2906,276.194,[M+NH4]+,C21H36O5,CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(C)C(=O)O1)C(=O)O,"InChI=1S/C21H36O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h17-19H,3-15H2,1-2H3,(H,23,24)/t17?,18-,19?/m1/s1",SPGPUDJMXMJNCU-JLAWEPINSA-N,Paraconic acids,Thermo Q-Exactive Focus,0.95,14,0.3,,,,,,,,6653937.356000001
589,172.9772,16.839,2581300.0,1,27.0,0,pos_fragment,fragment,0,,POS,63.0,32,,,,,,,,,,,,,,,,,,,,,11309586.3
590,194.118,203.575,939200.0,1,28.0,0,pos_cossingleton,cossingleton,0,,POS,67.0,55,,,,,,,,,,,,,,,,,,,,,8675402.318
593,984.2378,500.747,1656600.0,1,31.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,72.0,34,,,,,,,,,,,,,,,,,,,,,9449339.691
594,201.0083,30.768,1612100.0,1,32.0,0,pos_cossingleton,cossingleton,0,,POS,76.0,112,,,,,,,,,,,,,,,,,,,,,7138842.416
595,880.2629,457.477,214100.0,1,33.0,0,pos_cossingleton,cossingleton,0,,POS,77.0,17,,,,,,,,,,,,,,,,,,,,,6151597.161
596,369.2639,276.134,406900000.0,1,34.0,0,pos_adduct,adduct,0,[M+H]+,POS,78.0,7,Dihydromuronic acid,369.2641,273.942993,[M+H]+,C21H36O5,CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(C)C(=O)O1)C(=O)O,"InChI=1S/C21H36O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h17-19H,3-15H2,1-2H3,(H,23,24)/t17?,18-,19?/m1/s1",SPGPUDJMXMJNCU-JLAWEPINSA-N,Paraconic acids,Thermo Q-Exactive Focus,0.83,12,0.2,,,,,,,,4564536.664
597,527.409,433.712,444900.0,1,35.0,0,pos_cossingleton,cossingleton,0,,POS,79.0,4,,,,,,,,,,,,,,,,,,,,,5310719.567
598,504.3605,414.139,166000.0,1,36.0,0,pos_singleton,singleton,0,,POS,80.0,-1,,,,,,,,,,,,,,,,,,,,,5249174.287
599,633.1496,399.992,1169200.0,1,37.0,0,pos_adduct,adduct,0,[M+Na]+,POS,82.0,6,,,,,,,,,,,,,,,,,,,,,2959981.353
600,906.2595,487.207,26740000.0,1,38.0,0,pos_cossingleton,cossingleton,0,,POS,83.0,13,,,,,,,,,,,,,,,,,,,,,10927575.9
602,485.1128,334.687,153000.0,1,40.0,0,pos_adduct,adduct,0,[M+Na]+,POS,86.0,16,,,,,,,,,,,,,,,,,,,,,3670423.009
603,545.4201,433.971,307700.0,1,41.0,0,pos_cossingleton,cossingleton,0,,POS,89.0,4,,,,,,,,,,,,,,,,,,,,,5109840.129
604,183.0782,111.275,1805100.0,1,42.0,0,pos_cossingleton,cossingleton,0,,POS,90.0,124,,,,,,,,,,,,,,,,,,,,,6706401.376
605,612.2013,442.375,770300.0,1,43.0,0,pos_cossingleton,cossingleton,0,,POS,92.0,6,,,,,,,,,,,,,,,,,,,,,2332575.56
606,303.8834,536.766,469500.0,1,44.0,0,pos_cossingleton,cossingleton,0,,POS,96.0,77,,,,,,,,,,,,,,,,,,,,,4160584.013
607,649.1246,399.683,150200.0,1,45.0,0,pos_adduct,adduct,0,[M+K]+,POS,100.0,6,,,,,,,,,,,,,,,,,,,,,2308478.742
608,158.1542,178.255,1560700.0,1,46.0,0,pos_cossingleton,cossingleton,0,,POS,101.0,19,,,,,,,,,,,,,,,,,,,,,6296531.205
609,307.1882,238.241,170100.0,1,47.0,0,pos_singleton,singleton,0,,POS,103.0,-1,,,,,,,,,,,,,,,,,,,,,9449425.069
611,882.2608,457.407,93800.0,1,49.0,0,pos_singleton,singleton,0,,POS,105.0,-1,,,,,,,,,,,,,,,,,,,,,4274873.777
612,228.196,181.619,837900.0,1,50.0,7,pos_adduct,adduct,0,[3M+NH4]+,POS,107.0,19,,,,,,,,,,,,,,,,,,,,,5878530.653
613,207.1592,95.465,565700.0,1,51.0,0,pos_adduct,adduct,0,[M+H]+,POS,109.0,83,,,,,,,,,,,,,,,,,,,,,6233003.407000001
615,680.4809,483.644,585500.0,1,53.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,112.0,45,,,,,,,,,,,,,,,,,,,,,4337794.261
617,302.2329,237.998,408700.0,1,55.0,0,pos_cossingleton,cossingleton,0,,POS,118.0,155,,,,,,,,,,,,,,,,,,,,,7563710.664
618,270.2793,349.158,345500.0,1,56.0,0,pos_cossingleton,cossingleton,0,,POS,119.0,20,,,,,,,,,,,,,,,,,,,,,3708989.376
619,772.2381,465.313,126400.0,1,57.0,0,pos_singleton,singleton,0,,POS,120.0,-1,,,,,,,,,,,,,,,,,,,,,3066538.545
620,402.3577,274.363,511600.0,1,58.0,0,pos_cossingleton,cossingleton,0,,POS,124.0,129,,,,,,,,,,,,,,,,,,,,,2525338.026
623,144.9823,418.267,1174700.0,1,61.0,0,pos_cossingleton,cossingleton,0,,POS,127.0,9,,,,,,,,,,,,,,,,,,,,,2368682.03
624,804.2647,440.318,79100.0,1,62.0,0,pos_cossingleton,cossingleton,0,,POS,129.0,127,,,,,,,,,,,,,,,,,,,,,2008849.783
626,817.1951,457.191,668800.0,1,64.0,0,pos_adduct,adduct,0,[M+H]+,POS,134.0,103,,,,,,,,,,,,,,,,,,,,,3525935.111
627,217.0473,141.349,33600.0,1,65.0,0,pos_cossingleton,cossingleton,0,,POS,136.0,14,,,,,,,,,,,,,,,,,,,,,3911224.417
629,463.1306,334.783,2080300.0,1,67.0,0,pos_adduct,adduct,0,[M+H]+,POS,138.0,16,,,,,,,,,,,,,,,,,,,,,2110655.676
630,984.2356,480.214,434600.0,1,68.0,0,pos_cossingleton,cossingleton,0,,POS,140.0,34,,,,,,,,,,,,,,,,,,,,,2251334.056
632,226.1802,158.52,4503000.0,1,70.0,0,pos_fragment,fragment,0,,POS,143.0,38,,,,,,,,,,,,,,,,,,,,,2018050.796
633,508.1889,334.769,17400.0,1,71.0,0,pos_singleton,singleton,0,,POS,146.0,-1,,,,,,,,,,,,,,,,,,,,,1748991.086
635,393.2975,409.43,134600.0,1,73.0,0,pos_singleton,singleton,0,,POS,151.0,-1,,,,,,,,,,,,,,,,,,,,,2343890.538
636,376.0604,209.431,85300.0,1,74.0,0,pos_singleton,singleton,0,,POS,152.0,-1,,,,,,,,,,,,,,,,,,,,,3325704.157
637,700.2356,465.954,647200.0,1,75.0,0,pos_cossingleton,cossingleton,0,,POS,154.0,73,,,,,,,,,,,,,,,,,,,,,1133531.058
638,686.184,447.753,2243100.0,1,76.0,0,pos_cossingleton,cossingleton,0,,POS,155.0,6,,,,,,,,,,,,,,,,,,,,,1132268.449
639,708.5125,483.186,642600.0,1,77.0,0,pos_cossingleton,cossingleton,0,,POS,157.0,45,,,,,,,,,,,,,,,,,,,,,2700789.921
641,279.1591,290.069,3544000.0,1,79.0,0,pos_cossingleton,cossingleton,0,,POS,160.0,133,,,,,,,,,,,,,,,,,,,,,3099869.5360000003
642,416.3736,409.352,54200.0,1,80.0,0,pos_singleton,singleton,0,,POS,163.0,-1,,,,,,,,,,,,,,,,,,,,,2554569.046
643,226.9516,417.875,228000.0,1,81.0,0,pos_cossingleton,cossingleton,0,,POS,164.0,125,,,,,,,,,,,,,,,,,,,,,1557113.342
644,779.151,465.752,97900.0,1,82.0,0,pos_singleton,singleton,0,,POS,168.0,-1,,,,,,,,,,,,,,,,,,,,,2285837.404
646,878.2841,455.435,125400.0,1,84.0,0,pos_singleton,singleton,0,,POS,171.0,-1,,,,,,,,,,,,,,,,,,,,,1056560.501
648,341.0939,278.848,331000.0,1,86.0,0,pos_cossingleton,cossingleton,0,,POS,175.0,12,,,,,,,,,,,,,,,,,,,,,2050234.973
649,430.3894,300.533,278700.0,1,87.0,0,pos_cossingleton,cossingleton,0,,POS,176.0,129,,,,,,,,,,,,,,,,,,,,,1558860.523
651,575.1058,370.553,153600.0,1,89.0,0,pos_adduct,adduct,0,[M+K]+,POS,179.0,8,,,,,,,,,,,,,,,,,,,,,1346271.695
653,744.2063,446.886,717700.0,1,91.0,0,pos_adduct,adduct,0,[M+H]+,POS,181.0,73,,,,,,,,,,,,,,,,,,,,,2186405.339
654,380.3373,327.985,407600.0,1,92.0,0,pos_cossingleton,cossingleton,0,,POS,182.0,65,,,,,,,,,,,,,,,,,,,,,2187496.473
655,424.3635,322.92,348300.0,1,93.0,0,pos_cossingleton,cossingleton,0,,POS,185.0,65,,,,,,,,,,,,,,,,,,,,,2304012.519
657,245.1514,229.712,41200.0,1,95.0,0,pos_singleton,singleton,0,,POS,189.0,-1,,,,,,,,,,,,,,,,,,,,,3515705.753
658,287.8883,537.976,208600.0,1,96.0,0,pos_cossingleton,cossingleton,0,,POS,190.0,77,,,,,,,,,,,,,,,,,,,,,1296472.058
659,124.0872,417.989,386300.0,1,97.0,0,pos_cossingleton,cossingleton,0,,POS,192.0,80,,,,,,,,,,,,,,,,,,,,,997907.8734
660,598.1487,426.498,482100.0,1,98.0,0,pos_cossingleton,cossingleton,0,,POS,199.0,16,,,,,,,,,,,,,,,,,,,,,904214.8428
662,305.2092,205.732,161700.0,1,100.0,0,pos_cossingleton,cossingleton,0,,POS,202.0,12,,,,,,,,,,,,,,,,,,,,,3508615.56
664,239.1491,504.594,85500.0,1,102.0,0,pos_cossingleton,cossingleton,0,,POS,204.0,125,,,,,,,,,,,,,,,,,,,,,1591702.823
665,158.1541,417.634,325100.0,1,103.0,0,pos_cossingleton,cossingleton,0,,POS,205.0,128,,,,,,,,,,,,,,,,,,,,,974248.8489
667,952.3005,472.197,119900.0,1,105.0,0,pos_singleton,singleton,0,,POS,209.0,-1,,,,,,,,,,,,,,,,,,,,,962827.0226
669,163.0391,417.726,277700.0,1,107.0,0,pos_cossingleton,cossingleton,0,,POS,211.0,55,,,,,,,,,,,,,,,,,,,,,960747.2982
670,947.2863,488.315,52600.0,1,108.0,0,pos_singleton,singleton,0,,POS,212.0,-1,,,,,,,,,,,,,,,,,,,,,2671833.325
671,436.342,409.074,163900.0,1,109.0,0,pos_singleton,singleton,0,,POS,213.0,-1,,,,,,,,,,,,,,,,,,,,,1564587.8930000002
672,391.2462,276.817,28060000.0,1,110.0,0,pos_adduct,adduct,0,[M+Na]+,POS,214.0,7,,,,,,,,,,,,,,,,,,,,,1062626.104
673,626.2162,449.383,710000.0,1,111.0,0,pos_cossingleton,cossingleton,0,,POS,216.0,13,,,,,,,,,,,,,,,,,,,,,804673.2017
674,414.3218,276.313,194000.0,1,112.0,0,pos_singleton,singleton,0,,POS,217.0,-1,,,,,,,,,,,,,,,,,,,,,992895.5139
675,384.2748,279.44,10094000.0,1,113.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,220.0,12,Isomuronic acid|Muronic acid,384.275|384.275,276.149994|276.955994,[M+NH4]+|[M+NH4]+,C21H34O5|C21H34O5,CC(=O)CCCCCCCCCCCCC[C@H]1OC(=O)C(=C1C(=O)O)C|CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(=O)O)C(=C)C(=O)O1,"InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18H,3-15H2,1-2H3,(H,23,24)/t18-/m1/s1|InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18-19H,2-15H2,1H3,(H,23,24)/t18-,19?/m1/s1",KYSXDEQQOVVLIN-GOSISDBHSA-N|SKQHRBRVCRUFSX-MRTLOADZSA-N,Paraconic acids|Paraconic acids,Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,0.96|0.58,14|6,0.2|0.2,,,,,,,,1061576.523
676,797.1627,440.232,114300.0,1,114.0,0,pos_singleton,singleton,0,,POS,221.0,-1,,,,,,,,,,,,,,,,,,,,,661804.1745
677,965.296,472.642,51300.0,1,115.0,0,pos_singleton,singleton,0,,POS,223.0,-1,,,,,,,,,,,,,,,,,,,,,767512.3567
678,185.9846,31.126,514700.0,1,116.0,0,pos_fragment,fragment,0,,POS,224.0,93,,,,,,,,,,,,,,,,,,,,,1522775.97
679,716.2306,422.322,89600.0,1,117.0,0,pos_singleton,singleton,0,,POS,226.0,-1,,,,,,,,,,,,,,,,,,,,,621131.7783
681,158.1542,192.077,980000.0,1,119.0,0,pos_cossingleton,cossingleton,0,,POS,228.0,128,,,,,,,,,,,,,,,,,,,,,1236031.97
684,372.1361,260.991,48900.0,1,122.0,0,pos_singleton,singleton,0,,POS,232.0,-1,,,,,,,,,,,,,,,,,,,,,1109420.023
685,191.1794,433.136,776600.0,1,123.0,0,pos_fragment,fragment,0,,POS,233.0,37,,,,,,,,,,,,,,,,,,,,,1045761.631
686,367.248,278.816,51240000.0,1,124.0,0,pos_adduct,adduct,0,[M+H]+,POS,234.0,12,Muronic acid|Isomuronic acid,367.2484|367.2484,274.311005|278.671997,[M+H]+|[M+H]+,C21H34O5|C21H34O5,CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(=O)O)C(=C)C(=O)O1|CC(=O)CCCCCCCCCCCCC[C@H]1OC(=O)C(=C1C(=O)O)C,"InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18-19H,2-15H2,1H3,(H,23,24)/t18-,19?/m1/s1|InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18H,3-15H2,1-2H3,(H,23,24)/t18-/m1/s1",SKQHRBRVCRUFSX-MRTLOADZSA-N|KYSXDEQQOVVLIN-GOSISDBHSA-N,Paraconic acids|Paraconic acids,Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,0.56|0.6,14|13,0.4|0.4,,,,,,,,749549.9784
688,224.1857,95.296,233200.0,1,126.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,237.0,83,,,,,,,,,,,,,,,,,,,,,1655677.626
689,291.2531,276.361,211500.0,1,127.0,0,pos_cossingleton,cossingleton,0,,POS,238.0,65,,,,,,,,,,,,,,,,,,,,,947697.7553
692,938.2853,449.58,932500.0,1,130.0,0,pos_cossingleton,cossingleton,0,,POS,242.0,13,,,,,,,,,,,,,,,,,,,,,1124758.584
693,873.2676,458.731,120100.0,1,131.0,0,pos_singleton,singleton,0,,POS,243.0,-1,,,,,,,,,,,,,,,,,,,,,1363248.147
694,1012.2677,500.468,87300.0,1,132.0,0,pos_singleton,singleton,0,,POS,244.0,-1,,,,,,,,,,,,,,,,,,,,,975655.3994
695,239.089,89.319,914000.0,1,133.0,0,pos_adduct,adduct,0,[M+Na]+,POS,245.0,14,,,,,,,,,,,,,,,,,,,,,1401233.0880000002
696,672.1684,443.365,328500.0,1,134.0,0,pos_cossingleton,cossingleton,0,,POS,248.0,73,,,,,,,,,,,,,,,,,,,,,438395.5944
697,386.1519,278.953,83700.0,1,135.0,0,pos_singleton,singleton,0,,POS,249.0,-1,,,,,,,,,,,,,,,,,,,,,848689.2498
698,389.1119,293.24,575900.0,1,136.0,0,pos_adduct,adduct,0,[M+H]+,POS,250.0,23,,,,,,,,,,,,,,,,,,,,,464983.0141
700,226.9539,6.674,214500.0,1,138.0,0,pos_cossingleton,cossingleton,0,,POS,255.0,125,,,,,,,,,,,,,,,,,,,,,1320162.0259999998
701,330.2641,280.78,230500.0,1,139.0,0,pos_cossingleton,cossingleton,0,,POS,256.0,155,,,,,,,,,,,,,,,,,,,,,1390672.009
702,249.1849,262.816,167800.0,1,140.0,0,pos_cossingleton,cossingleton,0,,POS,257.0,12,,,,,,,,,,,,,,,,,,,,,661269.3084
703,165.0912,255.505,106300.0,1,141.0,0,pos_fragment,fragment,0,,POS,258.0,27,,,,,,,,,,,,,,,,,,,,,656096.0824
706,600.4685,320.779,264300.0,1,144.0,0,pos_cossingleton,cossingleton,0,,POS,262.0,65,,,,,,,,,,,,,,,,,,,,,485650.0892
708,848.2727,436.527,561400.0,1,146.0,0,pos_cossingleton,cossingleton,0,,POS,264.0,13,,,,,,,,,,,,,,,,,,,,,823120.9703
710,1012.3043,489.403,864100.0,1,148.0,0,pos_cossingleton,cossingleton,0,,POS,267.0,13,,,,,,,,,,,,,,,,,,,,,749603.7275
712,274.2377,120.855,33500.0,1,150.0,0,pos_singleton,singleton,0,,POS,271.0,-1,,,,,,,,,,,,,,,,,,,,,381938.2152
713,947.2861,504.843,53800.0,1,151.0,0,pos_singleton,singleton,0,,POS,272.0,-1,,,,,,,,,,,,,,,,,,,,,287536.4445
715,427.3192,274.085,4535000.0,1,153.0,0,pos_adduct,adduct,0,[M+NH4+CH3CN]+,POS,275.0,7,,,,,,,,,,,,,,,,,,,,,349678.093
716,808.2204,420.458,57000.0,1,154.0,0,pos_singleton,singleton,0,,POS,276.0,-1,,,,,,,,,,,,,,,,,,,,,389652.6217
717,434.1698,293.327,66500.0,1,155.0,0,pos_singleton,singleton,0,,POS,280.0,-1,,,,,,,,,,,,,,,,,,,,,253891.7527
718,670.1885,489.236,1397500.0,1,156.0,0,pos_cossingleton,cossingleton,0,,POS,281.0,13,,,,,,,,,,,,,,,,,,,,,272746.9709
719,149.0235,193.374,372800.0,1,157.0,0,pos_fragment,fragment,0,,POS,282.0,88,,,,,,,,,,,,,,,,,,,,,573945.9344
721,593.1577,399.305,221900.0,1,159.0,0,pos_cossingleton,cossingleton,0,,POS,286.0,8,,,,,,,,,,,,,,,,,,,,,148054.85199999998
723,427.068,293.073,46000.0,1,161.0,0,pos_adduct,adduct,0,[M+K]+,POS,288.0,23,,,,,,,,,,,,,,,,,,,,,186387.1752
724,938.2855,475.128,999300.0,1,162.0,0,pos_cossingleton,cossingleton,0,,POS,290.0,13,,,,,,,,,,,,,,,,,,,,,168332.8162
725,167.013,502.391,23279000.0,1,163.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,291.0,49,,,,,,,,,,,,,,,,,,,,,31713612.93
727,457.304,283.247,907100.0,1,165.0,0,pos_singleton,singleton,0,,POS,293.0,-1,,,,,,,,,,,,,,,,,,,,,232474.569
728,940.2243,436.599,99400.0,1,166.0,0,pos_singleton,singleton,0,,POS,294.0,-1,,,,,,,,,,,,,,,,,,,,,54182.75218
729,878.2839,475.874,1879800.0,1,167.0,0,pos_cossingleton,cossingleton,0,,POS,295.0,127,,,,,,,,,,,,,,,,,,,,,168391.608
730,400.3075,276.434,94100.0,1,168.0,0,pos_singleton,singleton,0,,POS,297.0,-1,,,,,,,,,,,,,,,,,,,,,184301.5362
731,211.1694,176.548,474100.0,1,169.0,4,pos_adduct,adduct,0,[3M+H]+,POS,298.0,19,,,,,,,,,,,,,,,,,,,,,272057.7006
732,297.2422,300.627,369100.0,1,170.0,0,pos_singleton,singleton,0,,POS,299.0,-1,,,,,,,,,,,,,,,,,,,,,448044.699
733,785.1462,420.404,149600.0,1,171.0,0,pos_cossingleton,cossingleton,0,,POS,301.0,6,,,,,,,,,,,,,,,,,,,,,217800.9441
734,940.2276,435.979,50300.0,1,172.0,0,pos_singleton,singleton,0,,POS,302.0,-1,,,,,,,,,,,,,,,,,,,,,48950.9995
735,177.0548,194.165,477100.0,1,173.0,0,pos_cossingleton,cossingleton,0,,POS,304.0,133,,,,,,,,,,,,,,,,,,,,,191974.123
736,228.2324,299.482,1138400.0,1,174.0,0,pos_cossingleton,cossingleton,0,,POS,305.0,12,,,,,,,,,,,,,,,,,,,,,368246.9219
737,265.141,100.01,320200.0,1,175.0,0,pos_singleton,singleton,0,,POS,306.0,-1,,,,,,,,,,,,,,,,,,,,,516418.185
738,173.0802,90.128,422200.0,1,176.0,0,pos_fragment,fragment,0,,POS,308.0,14,,,,,,,,,,,,,,,,,,,,,61346.10672
740,131.5338,500.941,4766500.0,2,178.0,0,pos_singleton,singleton,0,,POS,311.0,-1,,,,,,,,,,,,,,,,,,,,,48143.47599
741,412.3068,279.636,84400.0,1,179.0,0,pos_singleton,singleton,0,,POS,312.0,-1,,,,,,,,,,,,,,,,,,,,,161266.54
742,262.165,89.517,40900.0,1,180.0,0,pos_singleton,singleton,0,,POS,314.0,-1,,,,,,,,,,,,,,,,,,,,,329076.2096
743,652.4117,98.213,173300.0,1,181.0,0,pos_cossingleton,cossingleton,0,,POS,315.0,65,,,,,,,,,,,,,,,,,,,,,66232.45298
744,372.1361,262.561,80300.0,1,182.0,0,pos_singleton,singleton,0,,POS,316.0,-1,,,,,,,,,,,,,,,,,,,,,138017.8932
745,357.2358,101.984,227100.0,2,183.0,0,pos_cossingleton,cossingleton,0,,POS,317.0,65,,,,,,,,,,,,,,,,,,,,,83814.12599
746,780.1912,420.676,1206300.0,1,184.0,0,pos_cossingleton,cossingleton,0,,POS,318.0,17,,,,,,,,,,,,,,,,,,,,,185652.3039
747,256.2636,342.548,6753000.0,1,185.0,0,pos_cossingleton,cossingleton,0,,POS,319.0,12,,,,,,,,,,,,,,,,,,,,,280932.1763
748,635.1298,392.622,143600.0,1,186.0,0,pos_adduct,adduct,0,[2M+Na]+,POS,320.0,21,,,,,,,,,,,,,,,,,,,,,72475.39482999999
749,722.5057,306.856,292400.0,1,187.0,0,pos_singleton,singleton,0,,POS,321.0,-1,,,,,,,,,,,,,,,,,,,,,138797.9954
750,332.2798,312.048,67500.0,1,188.0,0,pos_singleton,singleton,0,,POS,322.0,-1,,,,,,,,,,,,,,,,,,,,,244987.1774
751,1220.3459,497.438,3683600.0,1,189.0,0,pos_cossingleton,cossingleton,0,,POS,324.0,13,,,,,,,,,,,,,,,,,,,,,152751.4136
752,389.2295,278.169,17980000.0,1,190.0,0,pos_adduct,adduct,0,[M+Na]+,POS,325.0,12,,,,,,,,,,,,,,,,,,,,,114535.2529
754,192.1386,191.293,247000.0,1,192.0,0,pos_singleton,singleton,0,,POS,327.0,-1,,,,,,,,,,,,,,,,,,,,,257167.3498
755,223.0648,433.833,40700.0,1,193.0,0,pos_singleton,singleton,0,,POS,328.0,-1,,,,,,,,,,,,,,,,,,,,,82709.95013
756,317.1151,289.313,67100.0,1,194.0,0,pos_singleton,singleton,0,,POS,329.0,-1,,,,,,,,,,,,,,,,,,,,,192214.1166
758,245.0789,194.267,44100.0,1,196.0,0,pos_singleton,singleton,0,,POS,331.0,-1,,,,,,,,,,,,,,,,,,,,,128865.5715
759,266.2113,259.842,12200.0,1,197.0,0,pos_singleton,singleton,0,,POS,332.0,-1,,,,,,,,,,,,,,,,,,,,,150785.9523
760,216.196,142.137,111200.0,1,198.0,0,pos_cossingleton,cossingleton,0,,POS,333.0,19,,,,,,,,,,,,,,,,,,,,,110049.3385
761,325.2488,147.751,163500.0,1,199.0,0,pos_cossingleton,cossingleton,0,,POS,334.0,12,,,,,,,,,,,,,,,,,,,,,46170.92001
766,286.958,155.646,214800.0,1,204.0,0,pos_singleton,singleton,0,,POS,340.0,-1,,,,,,,,,,,,,,,,,,,,,73740.68944
767,175.1483,178.754,129700.0,1,205.0,0,pos_fragment,fragment,0,,POS,341.0,19,,,,,,,,,,,,,,,,,,,,,283087.1817
768,355.2251,276.073,112600.0,1,206.0,0,pos_cossingleton,cossingleton,0,,POS,342.0,168,,,,,,,,,,,,,,,,,,,,,90996.54997
769,382.3165,238.288,82700.0,1,207.0,0,pos_singleton,singleton,0,,POS,343.0,-1,,,,,,,,,,,,,,,,,,,,,66558.2067
770,263.0562,183.351,37500.0,1,208.0,0,pos_adduct,adduct,0,[M+Na]+,POS,344.0,109,,,,,,,,,,,,,,,,,,,,,69642.47461
774,273.9169,371.702,2047800.0,1,212.0,0,pos_cossingleton,cossingleton,0,,POS,349.0,56,,,,,,,,,,,,,,,,,,,,,119980.4944
775,243.0843,197.981,291200.0,1,213.0,0,pos_singleton,singleton,0,,POS,351.0,-1,,,,,,,,,,,,,,,,,,,,,116743.5351
776,315.1228,235.315,310400.0,1,214.0,0,pos_singleton,singleton,0,,POS,352.0,-1,,,,,,,,,,,,,,,,,,,,,52063.75316
777,425.3022,278.111,456700.0,1,215.0,0,pos_adduct,adduct,0,[M+NH4+CH3CN]+,POS,353.0,12,,,,,,,,,,,,,,,,,,,,,29709.90642
778,205.1436,300.085,346100.0,1,216.0,0,pos_cossingleton,cossingleton,0,,POS,354.0,166,,,,,,,,,,,,,,,,,,,,,45741.53403
779,263.2006,277.784,1386700.0,1,217.0,0,pos_cossingleton,cossingleton,0,,POS,355.0,12,,,,,,,,,,,,,,,,,,,,,40979.20799
780,217.105,36.367,149000.0,1,218.0,0,pos_singleton,singleton,0,,POS,356.0,-1,,,,,,,,,,,,,,,,,,,,,61648.59775
861,832.2411,456.957,55120000.0,1,299.0,0,pos_cossingleton,cossingleton,0,,POS,449.0,13,,,,,,,,,,,,,,,,,,,,,15188101.94
910,182.9853,510.117,20850000.0,1,348.0,0,pos_adduct,adduct,0,[M+H]+,POS,508.0,112,,,,,,,,,,,,,,,,,,,,,179698529.7
911,139.9881,505.742,4143300.0,1,349.0,0,pos_adduct,adduct,0,[M+H]+,POS,510.0,9,,,,,,,,,,,,,,,,,,,,,106261.0501
916,702.2145,422.121,34408000.0,1,354.0,0,pos_cossingleton,cossingleton,0,,POS,521.0,13,,,,,,,,,,,,,,,,,,,,,31438116.45
