Index,mz,rt,TIC,charge,mgf_index,rule_points,status,status_universal,adduct_count,Adnotation,ion_mode,feature_id,cluster_id,ldb_ion_name,ldb_ion_mass,ldb_ion_rt,ldb_ion_adduct,ldb_ion_formula,ldb_ion_smiles,ldb_ion_inchi,ldb_ion_inchikey,ldb_ion_class,ldb_ion_instrument,ldb_ion_cos,ldb_ion_matches,ldb_ion_error_mDa,adduct,colotus_name,colotus_mass,colotus_error_mDa,colotus_smiles,colotus_inchi,colotus_inchikey,012_Caperatic_acid
469,457.1881,283.479,313700000.0,-1,469.0,0,neg_adduct,adduct,0,[M-H]-,NEG,698.0,116,Miriquidic acid|Glomelliferic acid,457.1862|457.1862,274.234009|275.13501,[M-H]-|[M-H]-,C25H30O8|C25H30O8,Oc1cc(OC(=O)c2c(O)cc(OC)cc2CCC(=O)CC)cc(CCCCC)c1C(=O)O|Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CCCCC)c2)c(CC(=O)CCC)cc(OC)c1,"InChI=1S/C25H30O8/c1-4-6-7-8-15-12-19(14-20(27)22(15)24(29)30)33-25(31)23-16(9-10-17(26)5-2)11-18(32-3)13-21(23)28/h11-14,27-28H,4-10H2,1-3H3,(H,29,30)|InChI=1S/C25H30O8/c1-4-6-7-9-15-11-19(14-20(27)22(15)24(29)30)33-25(31)23-16(10-17(26)8-5-2)12-18(32-3)13-21(23)28/h11-14,27-28H,4-10H2,1-3H3,(H,29,30)",UCYIOAVHQGSYLP-UHFFFAOYSA-N|PKLMGLZTAHCGBQ-UHFFFAOYSA-N,Depsides (Didepsides)|Depsides (Didepsides),Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,1.0|0.97,7|6,1.9|1.9,,,,,,,,404899.1875
476,401.2539,318.263,161500000.0,-1,476.0,0,neg_adduct,adduct,0,[M-H]-,NEG,706.0,2,Caperatic acid,401.2539,316.528992,[M-H]-,C21H38O7,CCCCCCCCCCCCCCC(C(=O)O)C(CC(=O)OC)(C(=O)O)O,"InChI=1S/C21H38O7/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-17(19(23)24)21(27,20(25)26)16-18(22)28-2/h17,27H,3-16H2,1-2H3,(H,23,24)(H,25,26)",HMJJWFFZRCLIDN-UHFFFAOYSA-N,Acids,Thermo Q-Exactive Focus,0.97,8,0.0,,,,,,,,6613443669.0
477,803.5161,318.381,130600000.0,-1,477.0,1,neg_adduct,adduct,0,[2M-H]-,NEG,707.0,2,Caperatic acid,803.5157,316.19101,[2M-H]-,C21H38O7,CCCCCCCCCCCCCCC(C(=O)O)C(CC(=O)OC)(C(=O)O)O,"InChI=1S/C21H38O7/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-17(19(23)24)21(27,20(25)26)16-18(22)28-2/h17,27H,3-16H2,1-2H3,(H,23,24)(H,25,26)",HMJJWFFZRCLIDN-UHFFFAOYSA-N,Acids,Thermo Q-Exactive Focus,1.0,19,0.4,,,,,,,,1654673984.0
478,387.2389,298.034,11699000.0,-1,478.0,0,neg_adduct,adduct,0,[M-H]-,NEG,708.0,43,,,,,,,,,,,,,,,,,,,,,243615592.5
479,501.1794,320.016,2919000.0,-1,479.0,0,neg_cossingleton,cossingleton,0,,NEG,710.0,1,,,,,,,,,,,,,,,,,,,,,169331605.6
480,683.1722,448.038,3836000.0,-1,480.0,1,neg_adduct,adduct,0,[2M-H]-,NEG,711.0,11,,,,,,,,,,,,,,,,,,,,,38653265.28
481,307.2281,318.381,484700.0,-1,481.0,0,neg_fragment,fragment,0,,NEG,712.0,2,,,,,,,,,,,,,,,,,,,,,38113302.46
482,825.4976,321.532,2216600.0,-1,482.0,1,neg_adduct,adduct,0,[2M-2H+Na]-,NEG,713.0,2,Caperatic acid,825.4976,316.632996,[2M-2H+Na]-,C21H38O7,CCCCCCCCCCCCCCC(C(=O)O)C(CC(=O)OC)(C(=O)O)O,"InChI=1S/C21H38O7/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-17(19(23)24)21(27,20(25)26)16-18(22)28-2/h17,27H,3-16H2,1-2H3,(H,23,24)(H,25,26)",HMJJWFFZRCLIDN-UHFFFAOYSA-N,Acids,Thermo Q-Exactive Focus,0.98,18,0.0,,,,,,,,58469134.9
483,283.2277,316.787,159100.0,-1,483.0,0,neg_cossingleton,cossingleton,0,,NEG,716.0,123,,,,,,,,,,,,,,,,,,,,,32960868.78
485,639.1277,447.959,482700.0,-1,485.0,1,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,719.0,11,,,,,,,,,,,,,,,,,,,,,19034495.44
486,404.2619,318.381,648500.0,1,486.0,0,neg_cossingleton,cossingleton,0,,NEG,720.0,2,,,,,,,,,,,,,,,,,,,,,33439390.88
487,856.4272,318.263,561400.0,-1,487.0,0,neg_adduct,adduct,0,[M-H]-,NEG,723.0,117,,,,,,,,,,,,,,,,,,,,,15516671.3
488,253.2537,297.894,271300.0,-1,488.0,0,neg_cossingleton,cossingleton,0,,NEG,724.0,123,,,,,,,,,,,,,,,,,,,,,15613422.2
489,415.2701,350.685,525800.0,-1,489.0,0,neg_adduct,adduct,0,[M-H]-,NEG,725.0,118,,,,,,,,,,,,,,,,,,,,,15868851.18
490,868.4279,318.263,662400.0,-1,490.0,0,neg_cossingleton,cossingleton,0,,NEG,726.0,1,,,,,,,,,,,,,,,,,,,,,24518676.53
491,369.229,308.758,389600.0,1,491.0,0,neg_fragment,fragment,0,,NEG,727.0,2,,,,,,,,,,,,,,,,,,,,,17112390.04
492,174.955,539.817,706300.0,1,492.0,0,neg_adduct,adduct,0,[M-H]-,NEG,730.0,33,,,,,,,,,,,,,,,,,,,,,27672394.89
493,469.2424,323.506,505500.0,-1,493.0,1,neg_adduct,adduct,0,[M-2H+Na+HCOOH]-,NEG,731.0,2,,,,,,,,,,,,,,,,,,,,,33307091.19
494,253.2525,318.263,112800.0,-1,494.0,0,neg_cossingleton,cossingleton,0,,NEG,732.0,123,,,,,,,,,,,,,,,,,,,,,11876232.65
495,418.2889,350.685,324300.0,-1,495.0,0,neg_adduct,adduct,0,[M-H]-,NEG,734.0,119,,,,,,,,,,,,,,,,,,,,,9870827.849
496,507.1224,382.376,2665000.0,-1,496.0,0,neg_cossingleton,cossingleton,0,,NEG,735.0,47,,,,,,,,,,,,,,,,,,,,,8729983.429
497,311.2593,320.222,242200.0,-1,497.0,0,neg_cossingleton,cossingleton,0,,NEG,736.0,2,,,,,,,,,,,,,,,,,,,,,18346511.04
498,339.2541,318.263,240300.0,1,498.0,0,neg_fragment,fragment,0,,NEG,737.0,2,,,,,,,,,,,,,,,,,,,,,9321021.742
499,486.1556,298.118,195800.0,-1,499.0,0,neg_singleton,singleton,0,,NEG,738.0,-1,,,,,,,,,,,,,,,,,,,,,10229668.5
500,456.1817,326.868,277200.0,-1,500.0,0,neg_cossingleton,cossingleton,0,,NEG,740.0,1,,,,,,,,,,,,,,,,,,,,,17228072.45
501,187.0967,105.018,318700.0,-1,501.0,0,neg_adduct,adduct,0,[M-H]-,NEG,743.0,120,,,,,,,,,,,,,,,,,,,,,7640252.276000001
502,455.2262,298.118,269600.0,-1,502.0,1,neg_adduct,adduct,0,[M-2H+Na+HCOOH]-,NEG,745.0,43,,,,,,,,,,,,,,,,,,,,,9476786.114
503,789.1433,445.547,180400.0,-1,503.0,0,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,746.0,17,,,,,,,,,,,,,,,,,,,,,4179027.614
504,885.4304,318.263,404100.0,-1,504.0,0,neg_singleton,singleton,0,,NEG,747.0,-1,,,,,,,,,,,,,,,,,,,,,7534836.282000001
505,500.1704,326.868,298400.0,1,505.0,0,neg_cossingleton,cossingleton,0,,NEG,748.0,1,,,,,,,,,,,,,,,,,,,,,12354375.62
506,499.1854,321.532,236400.0,1,506.0,0,neg_singleton,singleton,0,,NEG,749.0,-1,,,,,,,,,,,,,,,,,,,,,9419594.805
507,243.1598,189.894,244300.0,1,507.0,0,neg_cossingleton,cossingleton,0,,NEG,750.0,104,,,,,,,,,,,,,,,,,,,,,4375013.244
508,789.1455,457.08,430700.0,-1,508.0,0,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,751.0,50,,,,,,,,,,,,,,,,,,,,,4949130.624
509,144.9222,337.081,967900.0,-1,509.0,0,neg_cossingleton,cossingleton,0,,NEG,754.0,1,,,,,,,,,,,,,,,,,,,,,6684968.686000001
510,145.0121,321.532,39900.0,1,510.0,0,neg_cossingleton,cossingleton,0,,NEG,756.0,1,,,,,,,,,,,,,,,,,,,,,5429846.632
512,484.1765,333.408,132900.0,-1,512.0,0,neg_cossingleton,cossingleton,0,,NEG,759.0,1,,,,,,,,,,,,,,,,,,,,,4864422.708000001
513,311.2228,298.118,143500.0,1,513.0,0,neg_adduct,adduct,0,[M-H]-,NEG,761.0,121,,,,,,,,,,,,,,,,,,,,,3031297.3510000003
514,321.241,298.923,85600.0,-1,514.0,0,neg_cossingleton,cossingleton,0,,NEG,762.0,123,,,,,,,,,,,,,,,,,,,,,3705141.056
515,146.9376,2.266,542600.0,1,515.0,0,neg_fragment,fragment,0,,NEG,763.0,30,,,,,,,,,,,,,,,,,,,,,5203580.734
517,415.2342,198.803,94100.0,-1,517.0,0,neg_cossingleton,cossingleton,0,,NEG,766.0,2,,,,,,,,,,,,,,,,,,,,,2088042.637
518,789.1454,432.344,524400.0,-1,518.0,1,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,767.0,17,,,,,,,,,,,,,,,,,,,,,1375931.924
519,429.2857,355.834,93100.0,-1,519.0,0,neg_cossingleton,cossingleton,0,,NEG,768.0,2,,,,,,,,,,,,,,,,,,,,,2119405.4480000003
520,424.1565,299.59,99500.0,-1,520.0,0,neg_singleton,singleton,0,,NEG,769.0,-1,,,,,,,,,,,,,,,,,,,,,1304336.73
521,285.9087,522.017,142800.0,-1,521.0,1,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,771.0,51,,,,,,,,,,,,,,,,,,,,,4516413.097
522,239.903,20.832,70500.0,-1,522.0,0,neg_cossingleton,cossingleton,0,,NEG,772.0,51,,,,,,,,,,,,,,,,,,,,,3515537.063
523,461.2761,283.552,151900.0,-1,523.0,0,neg_cossingleton,cossingleton,0,,NEG,773.0,2,,,,,,,,,,,,,,,,,,,,,1702574.312
524,173.0811,82.796,104300.0,1,524.0,0,neg_cossingleton,cossingleton,0,,NEG,774.0,120,,,,,,,,,,,,,,,,,,,,,3310089.724
525,471.191,298.118,110500.0,-1,525.0,0,neg_singleton,singleton,0,,NEG,775.0,-1,,,,,,,,,,,,,,,,,,,,,2055206.023
526,357.2652,342.391,105200.0,-1,526.0,0,neg_cossingleton,cossingleton,0,,NEG,776.0,2,,,,,,,,,,,,,,,,,,,,,1616237.803
528,431.2297,181.677,103800.0,-1,528.0,0,neg_cossingleton,cossingleton,0,,NEG,779.0,2,,,,,,,,,,,,,,,,,,,,,1340021.563
529,471.2031,398.143,52000.0,-1,529.0,0,neg_singleton,singleton,0,,NEG,781.0,-1,,,,,,,,,,,,,,,,,,,,,951680.9144
530,271.2276,335.674,77100.0,-1,530.0,0,neg_cossingleton,cossingleton,0,,NEG,782.0,123,,,,,,,,,,,,,,,,,,,,,1340431.2
531,417.2496,211.464,69500.0,-1,531.0,0,neg_cossingleton,cossingleton,0,,NEG,783.0,2,,,,,,,,,,,,,,,,,,,,,1947874.81
532,178.9772,15.404,142800.0,-1,532.0,0,neg_cossingleton,cossingleton,0,,NEG,784.0,107,,,,,,,,,,,,,,,,,,,,,2588967.293
533,343.2494,307.778,15450000.0,1,533.0,0,neg_cossingleton,cossingleton,0,,NEG,786.0,135,,,,,,,,,,,,,,,,,,,,,1594869.394
534,315.1815,187.764,112200.0,-1,534.0,1,neg_adduct,adduct,0,[4M+Cl]-,NEG,787.0,19,,,,,,,,,,,,,,,,,,,,,1111829.388
535,152.9776,10.051,176300.0,1,535.0,0,neg_cossingleton,cossingleton,0,,NEG,788.0,107,,,,,,,,,,,,,,,,,,,,,864918.4443
536,320.8862,3.253,121100.0,-1,536.0,0,neg_precursor,precursor,0,,NEG,790.0,10,,,,,,,,,,,,,,,,,,,,,1907089.478
538,671.0999,432.45,270500.0,-1,538.0,0,neg_singleton,singleton,0,,NEG,792.0,-1,,,,,,,,,,,,,,,,,,,,,696160.9174
539,215.1283,149.22,87400.0,-1,539.0,0,neg_cossingleton,cossingleton,0,,NEG,793.0,120,,,,,,,,,,,,,,,,,,,,,959830.8411
540,295.2282,344.538,50400.0,1,540.0,0,neg_singleton,singleton,0,,NEG,795.0,-1,,,,,,,,,,,,,,,,,,,,,962626.7565
541,367.2489,378.828,285300.0,-1,541.0,0,neg_cossingleton,cossingleton,0,,NEG,799.0,12,,,,,,,,,,,,,,,,,,,,,927177.3907
543,1025.1622,446.414,279800.0,-1,543.0,0,neg_cossingleton,cossingleton,0,,NEG,801.0,34,,,,,,,,,,,,,,,,,,,,,939449.3647
544,258.9163,2.909,148800.0,-1,544.0,0,neg_cossingleton,cossingleton,0,,NEG,802.0,18,,,,,,,,,,,,,,,,,,,,,1419998.052
549,875.146,451.344,136800.0,-1,549.0,0,neg_singleton,singleton,0,,NEG,812.0,-1,,,,,,,,,,,,,,,,,,,,,194941.0639
550,255.2328,296.617,352300.0,-1,550.0,0,neg_cossingleton,cossingleton,0,,NEG,813.0,123,,,,,,,,,,,,,,,,,,,,,170545.0379
551,285.2436,337.378,62100.0,-1,551.0,0,neg_cossingleton,cossingleton,0,,NEG,814.0,134,,,,,,,,,,,,,,,,,,,,,227127.5169
552,313.2753,357.622,129100.0,-1,552.0,0,neg_cossingleton,cossingleton,0,,NEG,815.0,134,,,,,,,,,,,,,,,,,,,,,170751.9743
553,299.2598,353.689,140400.0,-1,553.0,0,neg_singleton,singleton,0,,NEG,816.0,-1,,,,,,,,,,,,,,,,,,,,,153456.6435
554,341.3062,391.457,243700.0,-1,554.0,0,neg_cossingleton,cossingleton,0,,NEG,817.0,134,,,,,,,,,,,,,,,,,,,,,116620.5591
555,297.2443,356.53,266800.0,-1,555.0,0,neg_cossingleton,cossingleton,0,,NEG,818.0,2,,,,,,,,,,,,,,,,,,,,,159264.6223
556,243.1968,291.25,119900.0,1,556.0,0,neg_cossingleton,cossingleton,0,,NEG,819.0,123,,,,,,,,,,,,,,,,,,,,,114088.7595
558,401.2188,198.274,242500.0,-1,558.0,0,neg_singleton,singleton,0,,NEG,822.0,-1,,,,,,,,,,,,,,,,,,,,,48329.78512
559,383.2085,283.166,82500.0,-1,559.0,0,neg_singleton,singleton,0,,NEG,823.0,-1,,,,,,,,,,,,,,,,,,,,,33185.28258
561,313.2393,283.823,172300.0,1,561.0,0,neg_cossingleton,cossingleton,0,,NEG,825.0,120,,,,,,,,,,,,,,,,,,,,,45933.67757
563,184.9857,505.046,19007000.0,1,1.0,0,pos_adduct,adduct,0,[M+H]+,POS,3.0,9,,,,,,,,,,,,,,,,,,,,,43340231.97
564,776.234,439.832,17316000.0,1,2.0,0,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,7.0,73,,,,,,,,,,,,,,,,,,,,,22701652.67
565,327.0085,209.923,5175000.0,1,3.0,0,pos_cossingleton,cossingleton,0,,POS,12.0,124,,,,,,,,,,,,,,,,,,,,,55020169.82
566,852.2316,457.666,15601000.0,1,4.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,13.0,106,,,,,,,,,,,,,,,,,,,,,38997568.68
567,144.9823,509.816,8781800.0,1,5.0,0,pos_fragment,fragment,0,,POS,18.0,98,,,,,,,,,,,,,,,,,,,,,6438474.264
570,287.8888,513.32,2380600.0,1,8.0,0,pos_adduct,adduct,0,[M+H]+,POS,28.0,77,,,,,,,,,,,,,,,,,,,,,47074471.63
571,332.9167,505.59,963400.0,1,9.0,0,pos_cossingleton,cossingleton,0,,POS,32.0,56,,,,,,,,,,,,,,,,,,,,,4246158.712
573,247.1669,504.994,1412200.0,1,11.0,2,pos_adduct,adduct,0,[2M+H]+,POS,36.0,80,,,,,,,,,,,,,,,,,,,,,2889786.251
574,145.1338,504.915,2810800.0,1,12.0,0,pos_cossingleton,cossingleton,0,,POS,37.0,165,,,,,,,,,,,,,,,,,,,,,3670149.518
575,762.1805,437.891,773800.0,1,13.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,38.0,17,,,,,,,,,,,,,,,,,,,,,2803423.646
577,331.0023,209.539,1477600.0,1,15.0,0,pos_cossingleton,cossingleton,0,,POS,41.0,124,,,,,,,,,,,,,,,,,,,,,16730147.79
578,146.9804,509.652,3492300.0,1,16.0,0,pos_cossingleton,cossingleton,0,,POS,43.0,9,,,,,,,,,,,,,,,,,,,,,2934415.361
579,143.9592,505.548,2567700.0,1,17.0,0,pos_fragment,fragment,0,,POS,46.0,9,,,,,,,,,,,,,,,,,,,,,4098914.318
585,138.9954,509.247,1314600.0,1,23.0,0,pos_cossingleton,cossingleton,0,,POS,54.0,112,,,,,,,,,,,,,,,,,,,,,12866372.26
587,799.2485,465.842,720500.0,1,25.0,0,pos_singleton,singleton,0,,POS,58.0,-1,,,,,,,,,,,,,,,,,,,,,6308012.749
589,172.9772,16.839,2581300.0,1,27.0,0,pos_fragment,fragment,0,,POS,63.0,32,,,,,,,,,,,,,,,,,,,,,11989554.18
594,201.0083,30.768,1612100.0,1,32.0,0,pos_cossingleton,cossingleton,0,,POS,76.0,112,,,,,,,,,,,,,,,,,,,,,7391070.874
595,880.2629,457.477,214100.0,1,33.0,0,pos_cossingleton,cossingleton,0,,POS,77.0,17,,,,,,,,,,,,,,,,,,,,,6695957.779
599,633.1496,399.992,1169200.0,1,37.0,0,pos_adduct,adduct,0,[M+Na]+,POS,82.0,6,,,,,,,,,,,,,,,,,,,,,2595398.054
600,906.2595,487.207,26740000.0,1,38.0,0,pos_cossingleton,cossingleton,0,,POS,83.0,13,,,,,,,,,,,,,,,,,,,,,3437587.087
602,485.1128,334.687,153000.0,1,40.0,0,pos_adduct,adduct,0,[M+Na]+,POS,86.0,16,,,,,,,,,,,,,,,,,,,,,3075821.18
604,183.0782,111.275,1805100.0,1,42.0,0,pos_cossingleton,cossingleton,0,,POS,90.0,124,,,,,,,,,,,,,,,,,,,,,6706263.591
605,612.2013,442.375,770300.0,1,43.0,0,pos_cossingleton,cossingleton,0,,POS,92.0,6,,,,,,,,,,,,,,,,,,,,,2350666.765
609,307.1882,238.241,170100.0,1,47.0,0,pos_singleton,singleton,0,,POS,103.0,-1,,,,,,,,,,,,,,,,,,,,,11026424.16
610,1074.3084,453.497,6850000.0,1,48.0,0,pos_cossingleton,cossingleton,0,,POS,104.0,115,,,,,,,,,,,,,,,,,,,,,3240485.61
611,882.2608,457.407,93800.0,1,49.0,0,pos_singleton,singleton,0,,POS,105.0,-1,,,,,,,,,,,,,,,,,,,,,4673216.01
612,228.196,181.619,837900.0,1,50.0,7,pos_adduct,adduct,0,[3M+NH4]+,POS,107.0,19,,,,,,,,,,,,,,,,,,,,,4942829.569
613,207.1592,95.465,565700.0,1,51.0,0,pos_adduct,adduct,0,[M+H]+,POS,109.0,83,,,,,,,,,,,,,,,,,,,,,6422641.47
618,270.2793,349.158,345500.0,1,56.0,0,pos_cossingleton,cossingleton,0,,POS,119.0,20,,,,,,,,,,,,,,,,,,,,,2880579.3010000004
620,402.3577,274.363,511600.0,1,58.0,0,pos_cossingleton,cossingleton,0,,POS,124.0,129,,,,,,,,,,,,,,,,,,,,,3451450.2610000004
624,804.2647,440.318,79100.0,1,62.0,0,pos_cossingleton,cossingleton,0,,POS,129.0,127,,,,,,,,,,,,,,,,,,,,,3070720.986
626,817.1951,457.191,668800.0,1,64.0,0,pos_adduct,adduct,0,[M+H]+,POS,134.0,103,,,,,,,,,,,,,,,,,,,,,3670342.973
629,463.1306,334.783,2080300.0,1,67.0,0,pos_adduct,adduct,0,[M+H]+,POS,138.0,16,,,,,,,,,,,,,,,,,,,,,2601477.891
635,393.2975,409.43,134600.0,1,73.0,0,pos_singleton,singleton,0,,POS,151.0,-1,,,,,,,,,,,,,,,,,,,,,2057170.977
637,700.2356,465.954,647200.0,1,75.0,0,pos_cossingleton,cossingleton,0,,POS,154.0,73,,,,,,,,,,,,,,,,,,,,,1347800.8069999998
638,686.184,447.753,2243100.0,1,76.0,0,pos_cossingleton,cossingleton,0,,POS,155.0,6,,,,,,,,,,,,,,,,,,,,,1538859.471
639,708.5125,483.186,642600.0,1,77.0,0,pos_cossingleton,cossingleton,0,,POS,157.0,45,,,,,,,,,,,,,,,,,,,,,2545253.893
641,279.1591,290.069,3544000.0,1,79.0,0,pos_cossingleton,cossingleton,0,,POS,160.0,133,,,,,,,,,,,,,,,,,,,,,3932278.384
646,878.2841,455.435,125400.0,1,84.0,0,pos_singleton,singleton,0,,POS,171.0,-1,,,,,,,,,,,,,,,,,,,,,1087600.209
649,430.3894,300.533,278700.0,1,87.0,0,pos_cossingleton,cossingleton,0,,POS,176.0,129,,,,,,,,,,,,,,,,,,,,,2167446.317
651,575.1058,370.553,153600.0,1,89.0,0,pos_adduct,adduct,0,[M+K]+,POS,179.0,8,,,,,,,,,,,,,,,,,,,,,1279313.728
653,744.2063,446.886,717700.0,1,91.0,0,pos_adduct,adduct,0,[M+H]+,POS,181.0,73,,,,,,,,,,,,,,,,,,,,,2186269.976
660,598.1487,426.498,482100.0,1,98.0,0,pos_cossingleton,cossingleton,0,,POS,199.0,16,,,,,,,,,,,,,,,,,,,,,942815.5431
663,614.1816,475.985,10643000.0,1,101.0,0,pos_cossingleton,cossingleton,0,,POS,203.0,115,,,,,,,,,,,,,,,,,,,,,11581074.06
666,269.1361,109.865,113700.0,1,104.0,0,pos_cossingleton,cossingleton,0,,POS,207.0,139,,,,,,,,,,,,,,,,,,,,,730026.3342
673,626.2162,449.383,710000.0,1,111.0,0,pos_cossingleton,cossingleton,0,,POS,216.0,13,,,,,,,,,,,,,,,,,,,,,931164.6188
676,797.1627,440.232,114300.0,1,114.0,0,pos_singleton,singleton,0,,POS,221.0,-1,,,,,,,,,,,,,,,,,,,,,698427.6087
687,1074.2933,494.219,936800.0,1,125.0,0,pos_cossingleton,cossingleton,0,,POS,235.0,115,,,,,,,,,,,,,,,,,,,,,1450112.273
695,239.089,89.319,914000.0,1,133.0,0,pos_adduct,adduct,0,[M+Na]+,POS,245.0,14,,,,,,,,,,,,,,,,,,,,,3110942.94
698,389.1119,293.24,575900.0,1,136.0,0,pos_adduct,adduct,0,[M+H]+,POS,250.0,23,,,,,,,,,,,,,,,,,,,,,619448.4
718,670.1885,489.236,1397500.0,1,156.0,0,pos_cossingleton,cossingleton,0,,POS,281.0,13,,,,,,,,,,,,,,,,,,,,,1015467.882
719,149.0235,193.374,372800.0,1,157.0,0,pos_fragment,fragment,0,,POS,282.0,88,,,,,,,,,,,,,,,,,,,,,441243.5523
725,167.013,502.391,23279000.0,1,163.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,291.0,49,,,,,,,,,,,,,,,,,,,,,41601273.28
735,177.0548,194.165,477100.0,1,173.0,0,pos_cossingleton,cossingleton,0,,POS,304.0,133,,,,,,,,,,,,,,,,,,,,,189345.2473
738,173.0802,90.128,422200.0,1,176.0,0,pos_fragment,fragment,0,,POS,308.0,14,,,,,,,,,,,,,,,,,,,,,1065459.235
740,131.5338,500.941,4766500.0,2,178.0,0,pos_singleton,singleton,0,,POS,311.0,-1,,,,,,,,,,,,,,,,,,,,,2536953.249
759,266.2113,259.842,12200.0,1,197.0,0,pos_singleton,singleton,0,,POS,332.0,-1,,,,,,,,,,,,,,,,,,,,,763222.5447
766,286.958,155.646,214800.0,1,204.0,0,pos_singleton,singleton,0,,POS,340.0,-1,,,,,,,,,,,,,,,,,,,,,62605.38329
810,186.9563,27.741,492100.0,1,248.0,0,pos_cossingleton,cossingleton,0,,POS,392.0,32,,,,,,,,,,,,,,,,,,,,,3566381.403
814,124.0869,494.598,399800.0,1,252.0,0,pos_cossingleton,cossingleton,0,,POS,397.0,80,,,,,,,,,,,,,,,,,,,,,488798.3076
849,564.1978,457.312,98300.0,1,287.0,0,pos_singleton,singleton,0,,POS,437.0,-1,,,,,,,,,,,,,,,,,,,,,512963.72
853,762.1797,422.218,463700.0,1,291.0,0,pos_cossingleton,cossingleton,0,,POS,441.0,11,,,,,,,,,,,,,,,,,,,,,133683.3358
854,984.239,476.93,2339800.0,1,292.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,442.0,115,,,,,,,,,,,,,,,,,,,,,1994744.704
856,159.0653,99.893,992300.0,1,294.0,0,pos_cossingleton,cossingleton,0,,POS,444.0,71,,,,,,,,,,,,,,,,,,,,,892658.6816
861,832.2411,456.957,55120000.0,1,299.0,0,pos_cossingleton,cossingleton,0,,POS,449.0,13,,,,,,,,,,,,,,,,,,,,,8331194.345
865,876.801,501.943,2559900.0,1,303.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,453.0,53,,,,,,,,,,,,,,,,,,,,,18057787.12
894,281.0522,457.774,25400.0,1,332.0,0,pos_singleton,singleton,0,,POS,486.0,-1,,,,,,,,,,,,,,,,,,,,,389552.8926
910,182.9853,510.117,20850000.0,1,348.0,0,pos_adduct,adduct,0,[M+H]+,POS,508.0,112,,,,,,,,,,,,,,,,,,,,,179249096.1
911,139.9881,505.742,4143300.0,1,349.0,0,pos_adduct,adduct,0,[M+H]+,POS,510.0,9,,,,,,,,,,,,,,,,,,,,,31008211.11
913,249.1849,243.403,1322100.0,1,351.0,0,pos_fragment,fragment,0,,POS,514.0,40,,,,,,,,,,,,,,,,,,,,,431664.4852
916,702.2145,422.121,34408000.0,1,354.0,0,pos_cossingleton,cossingleton,0,,POS,521.0,13,,,,,,,,,,,,,,,,,,,,,25631922.63
918,850.2502,455.546,11795000.0,1,356.0,0,pos_cossingleton,cossingleton,0,,POS,526.0,13,,,,,,,,,,,,,,,,,,,,,16816804.11
920,163.039,141.146,3245400.0,1,358.0,0,pos_adduct,adduct,0,[M+H]+,POS,528.0,55,,,,,,,,,,,,,,,,,,,,,33041363.32
923,255.9447,505.749,1069500.0,1,361.0,0,pos_adduct,adduct,0,[M+H]+,POS,532.0,36,,,,,,,,,,,,,,,,,,,,,5582951.03
930,554.1764,370.545,7945000.0,1,368.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,549.0,8,,,,,,,,,,,,,,,,,,,,,13350993.6
932,372.0668,210.381,539800.0,1,370.0,0,pos_cossingleton,cossingleton,0,,POS,551.0,124,,,,,,,,,,,,,,,,,,,,,12243394.46
934,326.2332,242.392,582500.0,1,372.0,0,pos_cossingleton,cossingleton,0,,POS,556.0,104,,,,,,,,,,,,,,,,,,,,,321934.892
936,702.2143,448.544,2531000.0,1,374.0,0,pos_adduct,adduct,0,[2M+NH4]+,POS,560.0,11,,,,,,,,,,,,,,,,,,,,,8404052.522
937,235.167,176.109,115100.0,1,375.0,0,pos_singleton,singleton,0,,POS,566.0,-1,,,,,,,,,,,,,,,,,,,,,5352351.629
940,998.2893,494.949,8949000.0,1,378.0,0,pos_cossingleton,cossingleton,0,,POS,571.0,13,,,,,,,,,,,,,,,,,,,,,7478304.598999999
955,251.0003,209.802,440000.0,1,393.0,0,pos_fragment,fragment,0,,POS,596.0,95,,,,,,,,,,,,,,,,,,,,,4701867.408
958,244.1908,158.281,332800.0,1,396.0,0,pos_cossingleton,cossingleton,0,,POS,603.0,2,,,,,,,,,,,,,,,,,,,,,1668630.356
959,938.2857,437.823,7285700.0,1,397.0,0,pos_cossingleton,cossingleton,0,,POS,604.0,13,,,,,,,,,,,,,,,,,,,,,229171.9909
964,217.0473,141.528,49600.0,1,402.0,0,pos_singleton,singleton,0,,POS,614.0,-1,,,,,,,,,,,,,,,,,,,,,3761406.184
