Index,mz,rt,TIC,charge,mgf_index,rule_points,status,status_universal,adduct_count,Adnotation,ion_mode,feature_id,cluster_id,ldb_ion_name,ldb_ion_mass,ldb_ion_rt,ldb_ion_adduct,ldb_ion_formula,ldb_ion_smiles,ldb_ion_inchi,ldb_ion_inchikey,ldb_ion_class,ldb_ion_instrument,ldb_ion_cos,ldb_ion_matches,ldb_ion_error_mDa,adduct,colotus_name,colotus_mass,colotus_error_mDa,colotus_smiles,colotus_inchi,colotus_inchikey,002_2_Hydroxy_4_6_dimethoxyacetophenone.mzXML Peak area,004_Acetylportentol.mzXML Peak area,007_12_Desoxydiacetylpyxinol.mzXML Peak area,008_12_Desoxypyxinol.mzXML Peak area,011_Bourgeanic_acid.mzXML Peak area,012_Caperatic_acid.mzXML Peak area
419,423.1453,375.123,238800.0,-1,419.0,1,neg_adduct,adduct,0,[M-2H+Na+HCOOH]-,NEG,640.0,28,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,676374.0920000001,0.0
423,815.1794,458.989,106000.0,-1,423.0,0,neg_adduct,adduct,0,[M-H]-,NEG,646.0,114,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,815624.2751,783555.0679
425,965.1973,479.89,312000.0,-1,425.0,0,neg_adduct,adduct,0,[M-H]-,NEG,648.0,115,,,,,,,,,,,,,,,,,,,,,1818064.366,1096594.513,0.0,0.0,953015.7008,962379.9587
429,164.9261,15.182,130800.0,1,429.0,0,neg_adduct,adduct,0,[M+Cl]-,NEG,653.0,10,,,,,,,,,,,,,,,,,,,,,2216466.973,785934.8551,649402.6081,628951.9148,618988.796,1161324.672
434,1011.2023,498.629,550300.0,-1,434.0,0,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,661.0,34,,,,,,,,,,,,,,,,,,,,,2194722.708,1636028.7240000002,909546.0358,2116533.715,498315.4014,1445120.488
455,242.9432,190.569,130500.0,-1,455.0,1,neg_adduct,adduct,0,[M-2H+Na+HCOOH]-,NEG,684.0,78,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,207267.2006,0.0
460,365.2332,289.338,70130000.0,-1,460.0,0,neg_adduct,adduct,0,[M-H]-,NEG,689.0,12,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5153835.069,773322.103,203556.9533,680446.0095
469,457.1881,283.479,313700000.0,-1,469.0,0,neg_adduct,adduct,0,[M-H]-,NEG,698.0,116,Miriquidic acid|Glomelliferic acid,457.1862|457.1862,274.234009|275.13501,[M-H]-|[M-H]-,C25H30O8|C25H30O8,Oc1cc(OC(=O)c2c(O)cc(OC)cc2CCC(=O)CC)cc(CCCCC)c1C(=O)O|Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CCCCC)c2)c(CC(=O)CCC)cc(OC)c1,"InChI=1S/C25H30O8/c1-4-6-7-8-15-12-19(14-20(27)22(15)24(29)30)33-25(31)23-16(9-10-17(26)5-2)11-18(32-3)13-21(23)28/h11-14,27-28H,4-10H2,1-3H3,(H,29,30)|InChI=1S/C25H30O8/c1-4-6-7-9-15-11-19(14-20(27)22(15)24(29)30)33-25(31)23-16(10-17(26)8-5-2)12-18(32-3)13-21(23)28/h11-14,27-28H,4-10H2,1-3H3,(H,29,30)",UCYIOAVHQGSYLP-UHFFFAOYSA-N|PKLMGLZTAHCGBQ-UHFFFAOYSA-N,Depsides (Didepsides)|Depsides (Didepsides),Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,1.0|0.97,7|6,1.9|1.9,,,,,,,,0.0,0.0,156760.6636,0.0,176066.9091,404899.1875
476,401.2539,318.263,161500000.0,-1,476.0,0,neg_adduct,adduct,0,[M-H]-,NEG,706.0,2,Caperatic acid,401.2539,316.528992,[M-H]-,C21H38O7,CCCCCCCCCCCCCCC(C(=O)O)C(CC(=O)OC)(C(=O)O)O,"InChI=1S/C21H38O7/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-17(19(23)24)21(27,20(25)26)16-18(22)28-2/h17,27H,3-16H2,1-2H3,(H,23,24)(H,25,26)",HMJJWFFZRCLIDN-UHFFFAOYSA-N,Acids,Thermo Q-Exactive Focus,0.97,8,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,6613443669.0
477,803.5161,318.381,130600000.0,-1,477.0,1,neg_adduct,adduct,0,[2M-H]-,NEG,707.0,2,Caperatic acid,803.5157,316.19101,[2M-H]-,C21H38O7,CCCCCCCCCCCCCCC(C(=O)O)C(CC(=O)OC)(C(=O)O)O,"InChI=1S/C21H38O7/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-17(19(23)24)21(27,20(25)26)16-18(22)28-2/h17,27H,3-16H2,1-2H3,(H,23,24)(H,25,26)",HMJJWFFZRCLIDN-UHFFFAOYSA-N,Acids,Thermo Q-Exactive Focus,1.0,19,0.4,,,,,,,,0.0,0.0,0.0,0.0,0.0,1654673984.0
478,387.2389,298.034,11699000.0,-1,478.0,0,neg_adduct,adduct,0,[M-H]-,NEG,708.0,43,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,243615592.5
480,683.1722,448.038,3836000.0,-1,480.0,1,neg_adduct,adduct,0,[2M-H]-,NEG,711.0,11,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,38653265.28
482,825.4976,321.532,2216600.0,-1,482.0,1,neg_adduct,adduct,0,[2M-2H+Na]-,NEG,713.0,2,Caperatic acid,825.4976,316.632996,[2M-2H+Na]-,C21H38O7,CCCCCCCCCCCCCCC(C(=O)O)C(CC(=O)OC)(C(=O)O)O,"InChI=1S/C21H38O7/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-17(19(23)24)21(27,20(25)26)16-18(22)28-2/h17,27H,3-16H2,1-2H3,(H,23,24)(H,25,26)",HMJJWFFZRCLIDN-UHFFFAOYSA-N,Acids,Thermo Q-Exactive Focus,0.98,18,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,58469134.9
485,639.1277,447.959,482700.0,-1,485.0,1,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,719.0,11,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,19034495.44
487,856.4272,318.263,561400.0,-1,487.0,0,neg_adduct,adduct,0,[M-H]-,NEG,723.0,117,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,15516671.3
489,415.2701,350.685,525800.0,-1,489.0,0,neg_adduct,adduct,0,[M-H]-,NEG,725.0,118,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,15868851.18
492,174.955,539.817,706300.0,1,492.0,0,neg_adduct,adduct,0,[M-H]-,NEG,730.0,33,,,,,,,,,,,,,,,,,,,,,28434913.86,0.0,0.0,0.0,0.0,27672394.89
493,469.2424,323.506,505500.0,-1,493.0,1,neg_adduct,adduct,0,[M-2H+Na+HCOOH]-,NEG,731.0,2,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,33307091.19
495,418.2889,350.685,324300.0,-1,495.0,0,neg_adduct,adduct,0,[M-H]-,NEG,734.0,119,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,9870827.849
501,187.0967,105.018,318700.0,-1,501.0,0,neg_adduct,adduct,0,[M-H]-,NEG,743.0,120,,,,,,,,,,,,,,,,,,,,,7472331.366,7780260.932999999,7283707.085,7034971.867000001,8361215.197000001,7640252.276000001
502,455.2262,298.118,269600.0,-1,502.0,1,neg_adduct,adduct,0,[M-2H+Na+HCOOH]-,NEG,745.0,43,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,9476786.114
503,789.1433,445.547,180400.0,-1,503.0,0,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,746.0,17,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4179027.614
508,789.1455,457.08,430700.0,-1,508.0,0,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,751.0,50,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4949130.624
513,311.2228,298.118,143500.0,1,513.0,0,neg_adduct,adduct,0,[M-H]-,NEG,761.0,121,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3031297.3510000003
518,789.1454,432.344,524400.0,-1,518.0,1,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,767.0,17,,,,,,,,,,,,,,,,,,,,,3671418.721,0.0,0.0,0.0,0.0,1375931.924
521,285.9087,522.017,142800.0,-1,521.0,1,neg_adduct,adduct,0,[M-H+HCOOH]-,NEG,771.0,51,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4516413.097
534,315.1815,187.764,112200.0,-1,534.0,1,neg_adduct,adduct,0,[4M+Cl]-,NEG,787.0,19,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1111829.388
563,184.9857,505.046,19007000.0,1,1.0,0,pos_adduct,adduct,0,[M+H]+,POS,3.0,9,,,,,,,,,,,,,,,,,,,,,44828960.84,39678457.18,49623329.68,44988623.12,44733369.83,43340231.97
564,776.234,439.832,17316000.0,1,2.0,0,pos_adduct,adduct,0,[M+H+CH3OH]+,POS,7.0,73,,,,,,,,,,,,,,,,,,,,,9600507.057,14586230.31,38483278.91,14860199.19,17749490.88,22701652.67
566,852.2316,457.666,15601000.0,1,4.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,13.0,106,,,,,,,,,,,,,,,,,,,,,12068087.97,19981183.63,35206818.2,22311805.61,25179556.98,38997568.68
568,181.0148,505.421,1141900.0,1,6.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,23.0,9,,,,,,,,,,,,,,,,,,,,,5299324.538,0.0,6454643.307999999,5951090.352000001,0.0,0.0
570,287.8888,513.32,2380600.0,1,8.0,0,pos_adduct,adduct,0,[M+H]+,POS,28.0,77,,,,,,,,,,,,,,,,,,,,,43596229.92,45130516.92,45704342.6,46650369.41,902947.7071,47074471.63
573,247.1669,504.994,1412200.0,1,11.0,2,pos_adduct,adduct,0,[2M+H]+,POS,36.0,80,,,,,,,,,,,,,,,,,,,,,2459358.273,0.0,3479856.508,3254065.92,0.0,2889786.251
575,762.1805,437.891,773800.0,1,13.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,38.0,17,,,,,,,,,,,,,,,,,,,,,969474.9026,1549129.324,5223893.013,1500805.2769999998,1991452.123,2803423.646
581,912.1972,435.542,1085900.0,1,19.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,48.0,101,,,,,,,,,,,,,,,,,,,,,1203739.639,1438523.211,6242580.705,1102647.932,1917884.792,0.0
588,386.2909,276.096,278900000.0,1,26.0,2,pos_adduct,adduct,0,[M+NH4]+,POS,61.0,7,Dihydromuronic acid,386.2906,276.194,[M+NH4]+,C21H36O5,CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(C)C(=O)O1)C(=O)O,"InChI=1S/C21H36O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h17-19H,3-15H2,1-2H3,(H,23,24)/t17?,18-,19?/m1/s1",SPGPUDJMXMJNCU-JLAWEPINSA-N,Paraconic acids,Thermo Q-Exactive Focus,0.95,14,0.3,,,,,,,,0.0,0.0,6653937.356000001,1281998.219,0.0,0.0
593,984.2378,500.747,1656600.0,1,31.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,72.0,34,,,,,,,,,,,,,,,,,,,,,2647074.637,4875787.744,9449339.691,5200141.364,5047977.388,0.0
596,369.2639,276.134,406900000.0,1,34.0,0,pos_adduct,adduct,0,[M+H]+,POS,78.0,7,Dihydromuronic acid,369.2641,273.942993,[M+H]+,C21H36O5,CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(C)C(=O)O1)C(=O)O,"InChI=1S/C21H36O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h17-19H,3-15H2,1-2H3,(H,23,24)/t17?,18-,19?/m1/s1",SPGPUDJMXMJNCU-JLAWEPINSA-N,Paraconic acids,Thermo Q-Exactive Focus,0.83,12,0.2,,,,,,,,0.0,0.0,4564536.664,833908.9709999999,0.0,0.0
599,633.1496,399.992,1169200.0,1,37.0,0,pos_adduct,adduct,0,[M+Na]+,POS,82.0,6,,,,,,,,,,,,,,,,,,,,,752632.9288,1426810.767,2959981.353,1490074.509,1979434.159,2595398.054
602,485.1128,334.687,153000.0,1,40.0,0,pos_adduct,adduct,0,[M+Na]+,POS,86.0,16,,,,,,,,,,,,,,,,,,,,,1489445.491,2182483.341,3670423.009,1889563.463,0.0,3075821.18
607,649.1246,399.683,150200.0,1,45.0,0,pos_adduct,adduct,0,[M+K]+,POS,100.0,6,,,,,,,,,,,,,,,,,,,,,605840.9236,0.0,2308478.742,1054436.36,0.0,0.0
612,228.196,181.619,837900.0,1,50.0,7,pos_adduct,adduct,0,[3M+NH4]+,POS,107.0,19,,,,,,,,,,,,,,,,,,,,,12525942.11,7817430.555,5878530.653,5537213.017999999,5311110.756,4942829.569
613,207.1592,95.465,565700.0,1,51.0,0,pos_adduct,adduct,0,[M+H]+,POS,109.0,83,,,,,,,,,,,,,,,,,,,,,6092581.078,6145555.37,6233003.407000001,6495076.617000001,6630915.481000001,6422641.47
615,680.4809,483.644,585500.0,1,53.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,112.0,45,,,,,,,,,,,,,,,,,,,,,4089231.273,4370660.297,4337794.261,4338777.791999999,0.0,0.0
626,817.1951,457.191,668800.0,1,64.0,0,pos_adduct,adduct,0,[M+H]+,POS,134.0,103,,,,,,,,,,,,,,,,,,,,,1016983.942,1793244.637,3525935.111,2455358.221,0.0,3670342.973
629,463.1306,334.783,2080300.0,1,67.0,0,pos_adduct,adduct,0,[M+H]+,POS,138.0,16,,,,,,,,,,,,,,,,,,,,,973213.9766,0.0,2110655.676,1084010.53,0.0,2601477.891
651,575.1058,370.553,153600.0,1,89.0,0,pos_adduct,adduct,0,[M+K]+,POS,179.0,8,,,,,,,,,,,,,,,,,,,,,430451.9363,659645.1124,1346271.695,0.0,0.0,1279313.728
653,744.2063,446.886,717700.0,1,91.0,0,pos_adduct,adduct,0,[M+H]+,POS,181.0,73,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2186405.339,0.0,70224.45942999999,2186269.976
672,391.2462,276.817,28060000.0,1,110.0,0,pos_adduct,adduct,0,[M+Na]+,POS,214.0,7,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1062626.104,153732.9666,32607.02635,0.0
675,384.2748,279.44,10094000.0,1,113.0,1,pos_adduct,adduct,0,[M+NH4]+,POS,220.0,12,Isomuronic acid|Muronic acid,384.275|384.275,276.149994|276.955994,[M+NH4]+|[M+NH4]+,C21H34O5|C21H34O5,CC(=O)CCCCCCCCCCCCC[C@H]1OC(=O)C(=C1C(=O)O)C|CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(=O)O)C(=C)C(=O)O1,"InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18H,3-15H2,1-2H3,(H,23,24)/t18-/m1/s1|InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18-19H,2-15H2,1H3,(H,23,24)/t18-,19?/m1/s1",KYSXDEQQOVVLIN-GOSISDBHSA-N|SKQHRBRVCRUFSX-MRTLOADZSA-N,Paraconic acids|Paraconic acids,Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,0.96|0.58,14|6,0.2|0.2,,,,,,,,0.0,0.0,1061576.523,173159.2168,0.0,0.0
686,367.248,278.816,51240000.0,1,124.0,0,pos_adduct,adduct,0,[M+H]+,POS,234.0,12,Muronic acid|Isomuronic acid,367.2484|367.2484,274.311005|278.671997,[M+H]+|[M+H]+,C21H34O5|C21H34O5,CC(=O)CCCCCCCCCCCCC[C@@H]1C(C(=O)O)C(=C)C(=O)O1|CC(=O)CCCCCCCCCCCCC[C@H]1OC(=O)C(=C1C(=O)O)C,"InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18-19H,2-15H2,1H3,(H,23,24)/t18-,19?/m1/s1|InChI=1S/C21H34O5/c1-16(22)14-12-10-8-6-4-3-5-7-9-11-13-15-18-19(20(23)24)17(2)21(25)26-18/h18H,3-15H2,1-2H3,(H,23,24)/t18-/m1/s1",SKQHRBRVCRUFSX-MRTLOADZSA-N|KYSXDEQQOVVLIN-GOSISDBHSA-N,Paraconic acids|Paraconic acids,Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,0.56|0.6,14|13,0.4|0.4,,,,,,,,0.0,0.0,749549.9784,119679.741,0.0,0.0
688,224.1857,95.296,233200.0,1,126.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,237.0,83,,,,,,,,,,,,,,,,,,,,,1737976.096,1679523.85,1655677.626,1685401.091,0.0,0.0
695,239.089,89.319,914000.0,1,133.0,0,pos_adduct,adduct,0,[M+Na]+,POS,245.0,14,,,,,,,,,,,,,,,,,,,,,1313135.981,2405585.331,1401233.0880000002,1495515.439,15994786.86,3110942.94
698,389.1119,293.24,575900.0,1,136.0,0,pos_adduct,adduct,0,[M+H]+,POS,250.0,23,,,,,,,,,,,,,,,,,,,,,318758.8513,365655.3295,464983.0141,307688.1892,1009544.287,619448.4
715,427.3192,274.085,4535000.0,1,153.0,0,pos_adduct,adduct,0,[M+NH4+CH3CN]+,POS,275.0,7,,,,,,,,,,,,,,,,,,,,,0.0,0.0,349678.093,0.0,0.0,0.0
723,427.068,293.073,46000.0,1,161.0,0,pos_adduct,adduct,0,[M+K]+,POS,288.0,23,,,,,,,,,,,,,,,,,,,,,31633.566000000003,107182.8273,186387.1752,114845.2211,0.0,0.0
725,167.013,502.391,23279000.0,1,163.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,291.0,49,,,,,,,,,,,,,,,,,,,,,32492614.57,36998863.37,31713612.93,33382685.92,37465931.73,41601273.28
731,211.1694,176.548,474100.0,1,169.0,4,pos_adduct,adduct,0,[3M+H]+,POS,298.0,19,,,,,,,,,,,,,,,,,,,,,0.0,0.0,272057.7006,0.0,0.0,0.0
748,635.1298,392.622,143600.0,1,186.0,0,pos_adduct,adduct,0,[2M+Na]+,POS,320.0,21,,,,,,,,,,,,,,,,,,,,,0.0,0.0,72475.39482999999,0.0,0.0,0.0
752,389.2295,278.169,17980000.0,1,190.0,0,pos_adduct,adduct,0,[M+Na]+,POS,325.0,12,,,,,,,,,,,,,,,,,,,,,0.0,0.0,114535.2529,0.0,0.0,0.0
770,263.0562,183.351,37500.0,1,208.0,0,pos_adduct,adduct,0,[M+Na]+,POS,344.0,109,,,,,,,,,,,,,,,,,,,,,0.0,0.0,69642.47461,38057.74072,0.0,0.0
777,425.3022,278.111,456700.0,1,215.0,0,pos_adduct,adduct,0,[M+NH4+CH3CN]+,POS,353.0,12,,,,,,,,,,,,,,,,,,,,,0.0,0.0,29709.90642,0.0,0.0,0.0
781,197.081,186.441,263300000.0,1,219.0,0,pos_adduct,adduct,0,[M+H]+,POS,357.0,108,"""2-Hydroxy-4,6-dimethoxyacetophenone""|Rhizonic acid",197.0814|197.0814,186.737|179.962006,[M+H]+|[M+H]+,C10H12O4|C10H12O4,CC(=O)c1c(OC)cc(OC)cc1O|O=C(O)c1c(C)cc(OC)c(C)c1O,"InChI=1S/C10H12O4/c1-6(11)10-8(12)4-7(13-2)5-9(10)14-3/h4-5,12H,1-3H3|InChI=1S/C10H12O4/c1-5-4-7(14-3)6(2)9(11)8(5)10(12)13/h4,11H,1-3H3,(H,12,13)",FBUBVLUPUDBFME-UHFFFAOYSA-N|BMRVNZZVDSVOQG-UHFFFAOYSA-N,Cleavage Products of Depsides and Depsidones|Cleavage Products of Depsides and Depsidones,Thermo Q-Exactive Focus|Thermo Q-Exactive Focus,0.73|0.66,7|6,0.4|0.4,,,,,,,,5966589888.0,0.0,0.0,0.0,0.0,0.0
783,179.0704,186.882,1555800.0,1,221.0,0,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,359.0,29,,,,,,,,,,,,,,,,,,,,,72065108.23,0.0,0.0,0.0,0.0,0.0
785,874.7874,500.215,2619400.0,1,223.0,0,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,362.0,52,,,,,,,,,,,,,,,,,,,,,34425033.48,42151904.74,0.0,6202438.395,0.0,0.0
786,193.0862,215.061,1089000.0,1,224.0,0,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,363.0,39,,,,,,,,,,,,,,,,,,,,,24826826.59,0.0,0.0,0.0,0.0,0.0
787,900.8021,500.274,3482800.0,1,225.0,0,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,364.0,53,,,,,,,,,,,,,,,,,,,,,29002637.15,36086054.22,0.0,5952742.512,0.0,0.0
788,281.0333,187.052,585200.0,1,226.0,0,pos_adduct,adduct,0,[M+H]+,POS,365.0,67,,,,,,,,,,,,,,,,,,,,,17727225.49,0.0,0.0,0.0,0.0,0.0
789,322.0597,187.052,735300.0,1,227.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,366.0,67,,,,,,,,,,,,,,,,,,,,,13623042.53,0.0,0.0,0.0,0.0,0.0
793,155.0703,187.929,298100.0,1,231.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,371.0,29,,,,,,,,,,,,,,,,,,,,,11027156.98,0.0,0.0,0.0,0.0,0.0
794,158.9614,21.597,2005600.0,1,232.0,0,pos_adduct,adduct,0,[M+H]+,POS,372.0,32,,,,,,,,,,,,,,,,,,,,,14289679.95,0.0,0.0,0.0,0.0,0.0
804,183.0654,133.335,1194000.0,1,242.0,0,pos_adduct,adduct,0,[M+H]+,POS,385.0,105,,,,,,,,,,,,,,,,,,,,,2661281.989,0.0,0.0,0.0,0.0,0.0
806,169.086,219.803,125500.0,1,244.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,387.0,39,,,,,,,,,,,,,,,,,,,,,4135717.981,0.0,0.0,0.0,0.0,0.0
854,984.239,476.93,2339800.0,1,292.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,442.0,115,,,,,,,,,,,,,,,,,,,,,188353.2292,0.0,0.0,0.0,0.0,1994744.704
858,659.2871,356.188,238400.0,1,296.0,0,pos_adduct,adduct,0,[M+Na]+,POS,446.0,20,,,,,,,,,,,,,,,,,,,,,36014.71524,0.0,0.0,61299.61781,55675.29429,0.0
863,461.3991,369.746,4390000.0,1,301.0,0,pos_adduct,adduct,0,[M+H]+,POS,451.0,4,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,41482362.15,0.0,0.0
864,483.3812,369.746,529900.0,1,302.0,0,pos_adduct,adduct,0,[M+Na]+,POS,452.0,4,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,19744291.57,0.0,0.0
865,876.801,501.943,2559900.0,1,303.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,453.0,53,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,28343360.12,0.0,18057787.12
874,850.7874,499.913,446000.0,1,312.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,463.0,52,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9461714.229,0.0,0.0
879,524.4083,369.746,457100.0,1,317.0,1,pos_adduct,adduct,0,[M+Na+CH3CN]+,POS,469.0,4,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2658162.385,0.0,0.0
883,478.4255,371.239,158500.0,1,321.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,474.0,4,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2497149.726,0.0,0.0
886,158.9617,204.732,415900.0,1,324.0,0,pos_adduct,adduct,0,[M+H]+,POS,478.0,60,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1430158.029,0.0,0.0
891,199.9882,201.492,263800.0,1,329.0,1,pos_adduct,adduct,0,[M+H+CH3CN]+,POS,483.0,60,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1029598.404,0.0,0.0
907,293.1732,215.765,12884000.0,1,345.0,0,pos_adduct,adduct,0,[2M+Na]+,POS,503.0,3,,,,,,,,,,,,,,,,,,,,,0.0,838908176.8,0.0,0.0,0.0,0.0
908,370.2226,211.747,5389000.0,1,346.0,0,pos_adduct,adduct,0,[M+NH4]+,POS,504.0,3,Acetylportentol,370.223,210.166,[M+NH4]+,C19H28O6,CC1C(OC2(C(C3C(C(=O)C2(C(=O)O3)C)C)C)C(C1OC(=O)C)C)C,"InChI=1S/C19H28O6/c1-8-12(5)25-19(10(3)14(8)23-13(6)20)11(4)15-9(2)16(21)18(19,7)17(22)24-15/h8-12,14-15H,1-7H3",CMTSHPFXBUQFIX-UHFFFAOYSA-N,Aliphatic and Cycloaliphatic Compounds,Thermo Q-Exactive Focus,0.99,13,0.4,,,,,,,,0.0,163771286.4,0.0,0.0,0.0,0.0
909,375.178,212.124,2223000.0,1,347.0,0,pos_adduct,adduct,0,[M+Na]+,POS,506.0,3,Acetylportentol,375.1784,210.714996,[M+Na]+,C19H28O6,CC1C(OC2(C(C3C(C(=O)C2(C(=O)O3)C)C)C)C(C1OC(=O)C)C)C,"InChI=1S/C19H28O6/c1-8-12(5)25-19(10(3)14(8)23-13(6)20)11(4)15-9(2)16(21)18(19,7)17(22)24-15/h8-12,14-15H,1-7H3",CMTSHPFXBUQFIX-UHFFFAOYSA-N,Aliphatic and Cycloaliphatic Compounds,Thermo Q-Exactive Focus,0.83,14,0.4,,,,,,,,0.0,116020094.7,0.0,0.0,0.0,0.0
910,182.9853,510.117,20850000.0,1,348.0,0,pos_adduct,adduct,0,[M+H]+,POS,508.0,112,,,,,,,,,,,,,,,,,,,,,178844345.9,177143316.9,179698529.7,172658102.9,190035851.3,179249096.1
911,139.9881,505.742,4143300.0,1,349.0,0,pos_adduct,adduct,0,[M+H]+,POS,510.0,9,,,,,,,,,,,,,,,,,,,,,141243.6633,27388854.84,106261.0501,89412.95173,31542663.65,31008211.11
912,353.1948,211.696,4653200.0,1,350.0,0,pos_adduct,adduct,0,[M+H]+,POS,512.0,3,Acetylportentol,353.1964,210.977005,[M+H]+,C19H28O6,CC1C(OC2(C(C3C(C(=O)C2(C(=O)O3)C)C)C)C(C1OC(=O)C)C)C,"InChI=1S/C19H28O6/c1-8-12(5)25-19(10(3)14(8)23-13(6)20)11(4)15-9(2)16(21)18(19,7)17(22)24-15/h8-12,14-15H,1-7H3",CMTSHPFXBUQFIX-UHFFFAOYSA-N,Aliphatic and Cycloaliphatic Compounds,Thermo Q-Exactive Focus,0.99,15,1.6,,,,,,,,0.0,41165447.47,0.0,0.0,0.0,0.0
914,727.3664,211.747,1212000.0,1,352.0,1,pos_adduct,adduct,0,[2M+Na]+,POS,515.0,3,,,,,,,,,,,,,,,,,,,,,0.0,25556821.88,0.0,0.0,0.0,0.0
919,416.2062,207.424,1348400.0,1,357.0,1,pos_adduct,adduct,0,[M+Na+CH3CN]+,POS,527.0,3,,,,,,,,,,,,,,,,,,,,,0.0,17685997.43,0.0,0.0,0.0,0.0
920,163.039,141.146,3245400.0,1,358.0,0,pos_adduct,adduct,0,[M+H]+,POS,528.0,55,,,,,,,,,,,,,,,,,,,,,31950170.45,33233280.93,32196128.77,32786961.13,33610694.83,33041363.32
921,309.2059,253.69,1497100.0,1,359.0,0,pos_adduct,adduct,0,[M+Na]+,POS,530.0,104,,,,,,,,,,,,,,,,,,,,,0.0,19085541.76,0.0,0.0,0.0,0.0
